map_order,relative_time_min,point_index,row,column,best_discrete_contact_offset_nm,best_offset_at_search_boundary,lambda_D_nm_with_profiled_contact_offset,zeta_magnitude_mV_with_profiled_contact_offset,baseline_pN_with_profiled_contact_offset,rmse_pN_with_profiled_contact_offset,rss_improvement_vs_zero_offset_pN2,zero_offset_lambda_D_nm,zero_offset_zeta_magnitude_mV
4,53.33301666666667,63,7,0,10.0,True,9.190199357757056,40.0,-43.16275436710194,27.066232120505063,408.9606675392679,8.62583929892546,23.5
5,78.6563,0,0,0,-2.0,False,12.223089594559632,32.5,-22.453683829938395,11.436165341299326,108.91097285798605,11.841840586928083,35.5
5,78.6563,1,0,1,5.0,False,11.472483074052871,23.5,20.35787623337268,7.287971128995674,14.824134752972213,11.114646149663537,19.0
5,78.6563,2,0,2,-2.0,False,11.472483074052871,20.5,68.1334214555791,6.55090457265859,2.854000834699036,11.841840586928083,22.0
5,78.6563,3,0,3,10.0,True,13.44207608814922,22.0,-41.18112001859622,7.133364904232871,67.94366189978359,11.841840586928083,16.0
5,78.6563,4,0,4,10.0,True,6.283238071370499,38.5,-12.084403335310396,8.43368554868391,220.78345737398558,5.7134464487980745,17.5
5,78.6563,5,0,5,10.0,True,5.033279205156815,52.0,55.83781929371648,9.274362811130912,258.10319705130087,4.576839342049609,19.0
5,78.6563,6,0,6,5.0,False,8.903548887106776,16.0,-33.58284631556107,7.441994946207137,5.64243195118479,8.903548887106776,11.5
5,78.6563,7,0,7,10.0,True,11.841840586928083,32.5,68.74978802500675,6.919479799729473,16.531978521799374,10.767970476385223,22.0
5,78.6563,8,1,7,-10.0,True,19.047850843082976,10.0,66.880945557812,8.307859236757034,57.12218528380072,17.878143222611804,13.0
5,78.6563,9,1,6,10.0,True,10.767970476385223,29.5,-16.76787722656098,8.479724661599269,69.2595572944656,10.106721224330608,19.0
5,78.6563,10,1,5,10.0,True,8.903548887106776,23.5,7.633647784016,7.747561801062217,92.20288922333157,8.62583929892546,13.0
5,78.6563,11,1,4,10.0,True,10.432107924894561,22.0,56.53582938751151,7.046890509491675,82.98758577177045,8.903548887106776,14.5
5,78.6563,12,1,3,10.0,True,13.44207608814922,19.0,-49.30279054333819,7.0683827898226435,5.903045501582255,12.616612944575133,13.0
5,78.6563,13,1,2,10.0,True,11.114646149663537,19.0,-99.12855201082226,6.865998579061251,78.9309942360428,11.114646149663537,11.5
5,78.6563,14,1,1,10.0,True,11.114646149663537,19.0,56.93521386365978,7.354074248153308,100.63290784911828,10.767970476385223,11.5
5,78.6563,15,1,0,5.0,False,13.44207608814922,19.0,-26.063550247305976,11.070479121127693,19.512037518764373,13.02280581041226,16.0
5,78.6563,16,2,0,10.0,True,11.472483074052871,17.5,-68.86410252707451,9.438156435020339,74.36858247417149,10.432107924894561,11.5
5,78.6563,17,2,1,10.0,True,9.791483623609768,16.0,-51.91384921610359,11.24010650486226,198.20910867412022,8.356791719157386,10.0
5,78.6563,18,2,2,10.0,True,11.472483074052871,17.5,14.077102669695734,7.182509744468033,29.84889890892964,10.432107924894561,11.5
5,78.6563,19,2,3,2.0,False,13.874844806111179,11.5,49.078620965145504,7.55549561175113,48.189930161971006,14.7826298876199,10.0
5,78.6563,20,2,4,10.0,True,9.48607856330461,26.5,-41.5882374395692,8.400249252348768,103.75702166653355,8.62583929892546,16.0
5,78.6563,21,2,5,10.0,True,6.694329500821696,35.5,-98.74495649717207,10.826122825465859,191.4257596044963,6.485527425110586,16.0
5,78.6563,22,2,6,5.0,False,12.223089594559632,35.5,-74.59366569133329,6.3884612207705205,49.15640993524903,11.841840586928083,29.5
5,78.6563,23,2,7,-10.0,True,13.02280581041226,16.0,-3.1379807959193364,9.640285792705615,126.77423732539864,14.321546547664008,22.0
5,78.6563,24,3,7,10.0,True,15.749808336458166,35.5,33.90729404735168,13.601984494427716,358.4187991627896,15.258557842693115,26.5
5,78.6563,25,3,6,5.0,False,13.44207608814922,44.5,-94.52609129101849,10.28359762579695,97.8876399159185,13.02280581041226,37.0
5,78.6563,26,3,5,10.0,True,12.616612944575133,26.5,38.050831355543295,5.505584259405003,107.16159358545133,11.114646149663537,19.0
5,78.6563,27,3,4,10.0,True,15.749808336458166,13.0,-52.76114765784752,8.990052469084418,78.88133326097977,16.25687467927739,8.5
5,78.6563,28,3,3,10.0,True,10.106721224330608,17.5,10.393514688604562,9.186723932794614,31.011604011657255,8.096135972076024,11.5
5,78.6563,29,3,2,10.0,True,13.44207608814922,8.5,-23.404544263429727,10.4293020738821,104.12451244164686,10.432107924894561,5.5
5,78.6563,30,3,1,10.0,True,13.874844806111179,14.5,23.794245562471644,8.370630139628476,65.44658916575327,12.616612944575133,10.0
5,78.6563,31,3,0,10.0,True,9.190199357757056,17.5,-100.24936536357991,15.294020287086205,250.0484099755813,8.096135972076024,10.0
5,78.6563,32,4,0,10.0,True,12.616612944575133,17.5,-56.310977924303806,8.21978481806569,51.69422123407594,12.616612944575133,11.5
5,78.6563,33,4,1,10.0,True,13.44207608814922,16.0,-61.167508451573006,9.572359971691352,98.54274684996744,14.321546547664008,10.0
5,78.6563,34,4,2,10.0,True,9.190199357757056,16.0,-55.21942123087769,7.022161949506145,44.92082323016939,7.1323172791695315,10.0
5,78.6563,35,4,3,10.0,True,8.356791719157386,22.0,7.83516034575967,8.047806143631634,129.80646033243283,8.096135972076024,11.5
5,78.6563,36,4,4,10.0,True,13.874844806111179,17.5,-18.782738509179275,7.848387907560832,42.87429669909761,14.321546547664008,11.5
5,78.6563,37,4,5,10.0,True,13.02280581041226,28.0,-93.0885823997489,7.7734089597752805,63.533910792484676,12.616612944575133,19.0
5,78.6563,38,4,6,5.0,False,13.874844806111179,28.0,-16.39090445554562,7.084753053026005,85.05945089739771,13.874844806111179,23.5
5,78.6563,39,4,7,5.0,False,13.874844806111179,38.5,-29.74761443413685,7.779170594864561,118.88842382121811,13.44207608814922,32.5
5,78.6563,40,5,7,5.0,False,12.616612944575133,38.5,-27.306567324750294,7.632233671022032,127.17934969579437,11.841840586928083,32.5
5,78.6563,41,5,6,0.0,False,11.472483074052871,19.0,-13.383856848451094,8.63496910031117,0.0,11.472483074052871,19.0
5,78.6563,42,5,5,2.0,False,11.841840586928083,26.5,-10.508318832963955,7.324667277757958,85.67049731340558,11.114646149663537,25.0
5,78.6563,43,5,4,-5.0,False,12.223089594559632,10.0,14.846066568624888,9.558419377737575,53.11086395155962,13.874844806111179,11.5
5,78.6563,44,5,3,-10.0,True,300.0,29.5,-67.70156225457167,7.59275203285103,59.64454957121097,23.036510285681896,8.5
5,78.6563,45,5,2,-10.0,True,46.2568393186441,8.5,20.666023006457063,6.333651985419889,86.66781823405154,32.64347032328333,10.0
5,78.6563,46,5,1,-10.0,True,22.317981094042864,8.5,-11.170329135050054,6.380886894462858,15.305325857372054,23.036510285681896,11.5
5,78.6563,47,5,0,0.0,False,19.66109792896721,14.5,42.813746426198435,6.52935488939882,0.0,19.66109792896721,14.5
5,78.6563,48,6,0,-5.0,False,11.114646149663537,19.0,44.56548672666215,7.07133045932374,70.53761483099834,11.114646149663537,23.5
5,78.6563,49,6,1,-10.0,True,12.223089594559632,7.0,100.81173331142809,7.76910511320075,80.53617588706538,12.616612944575133,11.5
5,78.6563,50,6,2,10.0,True,6.694329500821696,23.5,41.84571522822166,7.309626799722365,15.41714034723077,5.362589971320985,13.0
5,78.6563,51,6,3,10.0,True,9.48607856330461,26.5,68.46671785194744,6.842534555531718,64.69412782841573,8.62583929892546,16.0
5,78.6563,52,6,4,10.0,True,11.114646149663537,34.0,57.22839432472563,6.27954611974667,21.75547420658063,10.432107924894561,22.0
5,78.6563,53,6,5,5.0,False,10.767970476385223,23.5,-54.548278345040416,6.4612366827348335,21.13410145614762,10.106721224330608,19.0
5,78.6563,54,6,6,10.0,True,11.472483074052871,32.5,-50.64779174926369,7.531147511311707,105.23097802511256,11.472483074052871,20.5
5,78.6563,55,6,7,5.0,False,12.223089594559632,50.5,9.547413347369414,7.852695069004257,435.5949336056847,11.841840586928083,41.5
5,78.6563,56,7,7,10.0,True,17.878143222611804,25.0,32.325092567816796,11.335215714555659,61.791860988197186,17.878143222611804,19.0
5,78.6563,57,7,6,-2.0,False,12.616612944575133,31.0,-90.34364387760712,7.822470715787205,132.44801073111012,12.616612944575133,34.0
5,78.6563,58,7,5,10.0,True,11.114646149663537,37.0,-200.41625982466945,9.117778921014368,48.731808189175354,10.767970476385223,23.5
5,78.6563,59,7,4,2.0,False,12.616612944575133,29.5,-32.07437802310739,6.837141554064179,52.26535591611673,11.841840586928083,28.0
5,78.6563,60,7,3,10.0,True,10.106721224330608,31.0,-87.1198448733474,10.473538417495437,154.7662855551016,9.791483623609768,19.0
5,78.6563,61,7,2,10.0,True,10.106721224330608,40.0,-36.91270218210303,13.248983526698014,131.51404581402767,10.106721224330608,23.5
5,78.6563,62,7,1,10.0,True,8.903548887106776,35.5,42.72500198683909,11.51432259751288,176.68308879007145,8.62583929892546,20.5
5,78.6563,63,7,0,10.0,True,11.114646149663537,28.0,66.8227309377212,7.927126060160591,90.53303360998007,11.114646149663537,17.5
