map_order,relative_time_min,point_index,row,column,rmse_pN,mean_residual_pN,median_residual_pN,lag1_residual_Pearson_rho,Durbin_Watson,residual_sign_runs,runs_test_z,runs_test_p_naive_correlated_bins
4,53.33301666666667,19,2,3,16.2776999109857,-6.145234471438705e-15,-1.7966042476436712,0.7598222143055733,0.46020452855986665,10,-3.1657613722922795,0.001546776282088043
4,53.33301666666667,20,2,4,13.396431530827199,7.48950451206592e-15,-3.7669963025887796,0.6352476002805874,0.6646264002836517,10,-3.1137192341420836,0.0018474520055344445
4,53.33301666666667,21,2,5,12.449671233884851,1.1138237479482651e-14,-5.029552209137677,0.7404474364336183,0.4716003622846737,14,-1.6748977157102305,0.09395430189707653
4,53.33301666666667,22,2,6,10.239974480078672,-1.0562121747785272e-14,0.1773405788707123,0.400732871828444,1.1043271935685268,13,-2.16462316054173,0.030416555859351053
4,53.33301666666667,23,2,7,16.430103451106792,9.601928861622975e-15,-0.11087674531350489,0.6359858256484023,0.6576472755855699,12,-2.4983358977919132,0.012477789910120008
4,53.33301666666667,24,3,7,13.181547370808632,2.1508320650035466e-14,1.128545823631896,0.5727903350731347,0.8375224449241253,8,-3.8200883159373027,0.00013340389842214498
4,53.33301666666667,25,3,6,11.939876768334276,5.3002647316158826e-14,-1.5424165456184298,0.424284425022485,0.9506956799789822,10,-3.1137192341420836,0.0018474520055344445
4,53.33301666666667,26,3,5,8.750450358365502,-1.1522314633947571e-15,-0.5902758065418823,0.2928266828551005,1.2782461388738204,12,-2.4983358977919132,0.012477789910120008
4,53.33301666666667,27,3,4,6.844828497570217,7.48950451206592e-15,-1.6365322569668947,0.3613270865400628,1.176641702389664,14,-1.6748977157102305,0.09395430189707653
4,53.33301666666667,28,3,3,8.365249201185415,5.089022296660177e-15,-2.665580199630824,0.4216627061519734,1.1181306447600323,12,-2.43402830987508,0.014931827188895736
4,53.33301666666667,29,3,2,14.390427114404114,1.6707356219223977e-14,-3.8577709761096344,0.8057218555266706,0.3765862431417461,6,-4.491552770520107,7.070577646318873e-06
4,53.33301666666667,30,3,1,12.420003469782138,0.0,-2.340267307271315,0.7162785536887911,0.5386584750091918,9,-3.484356088645901,0.0004933226775485019
4,53.33301666666667,31,3,0,14.332256001248355,-1.7091433373688895e-14,-1.9154761485333296,0.844428886048456,0.29494633185237423,6,-4.473101082676091,7.70933108502308e-06
4,53.33301666666667,32,4,0,7.074349823349044,-1.1426295345331341e-14,-0.06878720196628763,0.3119271254690167,1.2627886164803719,10,-3.1657613722922795,0.001546776282088043
4,53.33301666666667,33,4,1,8.179144990313665,1.752352017246193e-15,-0.7586941605963489,0.43742730342518754,1.1187598474911797,10,-3.148623861354499,0.001640411890005108
4,53.33301666666667,34,4,2,8.990721120865869,-3.6487329674167305e-15,-0.349927540083641,0.5107882252764295,0.9737569680113954,7,-4.166899584042829,3.087704271240097e-05
4,53.33301666666667,35,4,3,8.424167185028924,-9.889986727471665e-15,0.8549947937861049,0.46871379448483236,1.0050857359503174,13,-2.1414271794802935,0.03223960507068343
4,53.33301666666667,36,4,4,7.6456393601998,-5.857176605590015e-15,0.2741603356986815,0.10696315470772289,1.6126443392793974,11,-2.832048635042096,0.004625081325014471
4,53.33301666666667,37,4,5,9.305411402813096,-2.880578658486893e-15,1.42923970380847,0.49084078733018743,1.0027469404806968,11,-2.832048635042096,0.004625081325014471
4,53.33301666666667,38,4,6,13.71048640644168,1.3250661829039707e-14,-0.3020537709164728,0.5874129440351719,0.7983725713351789,11,-2.832048635042096,0.004625081325014471
4,53.33301666666667,39,4,7,8.420641143375162,1.96839541663271e-14,-1.574035677523895,-0.26715377938387175,2.2811861104435294,19,0.4163793619177805,0.6771324278748876
4,53.33301666666667,40,5,7,15.35648111544821,-1.2098430365644949e-14,0.2785816773278498,0.8438554847941758,0.30120945372615704,10,-3.1657613722922795,0.001546776282088043
4,53.33301666666667,41,5,6,16.59216983880033,1.5795172977369793e-14,-0.5450181798354894,0.8732797135946027,0.25107035076471784,4,-5.16803779579338,2.365644775139772e-07
4,53.33301666666667,42,5,5,9.075276612826547,-1.5363086178596762e-15,1.463581441417034,0.5866353044634404,0.7874454823968068,9,-3.3395904857699894,0.0008390201261966792
4,53.33301666666667,43,5,4,13.00191011793456,1.0754160325017733e-14,1.6496881857839298,0.7150071841534943,0.549590712904956,12,-2.43402830987508,0.014931827188895736
