joint_model,held_out_point_index,held_out_row,held_out_column,map_order,training_pixels_per_map,held_out_baseline_fit_window_nm,held_out_prediction_window_nm,selected_lambda_D_nm,selected_zeta_magnitude_mV,held_out_baseline_pN,held_out_shape_RMSE_pN
shared_lambda_map_specific_zeta,27,3,4,2,63,150-200,20-145,18.453731477822707,28.0,-94.1227651424013,57.26637934110193
shared_lambda_map_specific_zeta,27,3,4,3,63,150-200,20-145,18.453731477822707,26.5,-56.94220574417165,53.139682414828265
shared_lambda_map_specific_zeta,27,3,4,4,63,150-200,20-145,18.453731477822707,22.0,-43.60768295985424,62.6092370665568
shared_lambda_map_specific_zeta,27,3,4,5,63,150-200,20-145,18.453731477822707,17.5,-46.27449297677978,45.65530967080255
map_specific_lambda_shared_zeta,27,3,4,2,63,150-200,20-145,22.317981094042864,28.0,-94.61412181033967,58.511245517893876
map_specific_lambda_shared_zeta,27,3,4,3,63,150-200,20-145,16.780266063679814,28.0,-56.86561945078068,63.74004515230555
map_specific_lambda_shared_zeta,27,3,4,4,63,150-200,20-145,9.791483623609768,28.0,-43.49927765830387,64.48929574143742
map_specific_lambda_shared_zeta,27,3,4,5,63,150-200,20-145,6.694329500821696,28.0,-46.205041914738075,39.356788463988146
all_shared_lambda_and_zeta,28,3,3,2,63,150-200,20-145,16.25687467927739,25.0,-94.78273761236106,46.20347806910278
all_shared_lambda_and_zeta,28,3,3,3,63,150-200,20-145,16.25687467927739,25.0,-160.76144909694972,61.6227940264015
all_shared_lambda_and_zeta,28,3,3,4,63,150-200,20-145,16.25687467927739,25.0,-45.80642500461097,72.95803977449648
all_shared_lambda_and_zeta,28,3,3,5,63,150-200,20-145,16.25687467927739,25.0,15.261217835226928,95.18451758872288
map_shared_lambda_and_zeta,28,3,3,2,63,150-200,20-145,22.317981094042864,28.0,-95.39874496994403,70.73850805865862
map_shared_lambda_and_zeta,28,3,3,3,63,150-200,20-145,16.780266063679814,28.0,-160.79228609271922,88.18229784544941
map_shared_lambda_and_zeta,28,3,3,4,63,150-200,20-145,13.874844806111179,23.5,-45.76753454380361,54.27808708831325
map_shared_lambda_and_zeta,28,3,3,5,63,150-200,20-145,11.841840586928083,19.0,15.308227994243293,41.82059266845083
shared_lambda_map_specific_zeta,28,3,3,2,63,150-200,20-145,17.878143222611804,28.0,-94.86887593049299,69.19203153680903
shared_lambda_map_specific_zeta,28,3,3,3,63,150-200,20-145,17.878143222611804,28.0,-160.8475874150816,91.04760184157765
shared_lambda_map_specific_zeta,28,3,3,4,63,150-200,20-145,17.878143222611804,22.0,-45.842777209377886,53.69342653119638
shared_lambda_map_specific_zeta,28,3,3,5,63,150-200,20-145,17.878143222611804,17.5,15.255248484942625,46.61496347803239
map_specific_lambda_shared_zeta,28,3,3,2,63,150-200,20-145,22.317981094042864,28.0,-95.39874496994403,70.73850805865862
map_specific_lambda_shared_zeta,28,3,3,3,63,150-200,20-145,16.780266063679814,28.0,-160.79228609271922,88.18229784544941
map_specific_lambda_shared_zeta,28,3,3,4,63,150-200,20-145,9.791483623609768,28.0,-45.75859028335584,57.90816787585261
map_specific_lambda_shared_zeta,28,3,3,5,63,150-200,20-145,6.694329500821696,28.0,15.309205146051665,38.71629341097652
all_shared_lambda_and_zeta,29,3,2,2,63,150-200,20-145,16.25687467927739,25.0,-89.02011924159385,45.22953240198572
all_shared_lambda_and_zeta,29,3,2,3,63,150-200,20-145,16.25687467927739,25.0,-199.4892632636231,62.1759294686777
all_shared_lambda_and_zeta,29,3,2,4,63,150-200,20-145,16.25687467927739,25.0,-47.03230533576257,98.33819465539216
all_shared_lambda_and_zeta,29,3,2,5,63,150-200,20-145,16.25687467927739,25.0,-12.90842489440078,106.77559132902894
map_shared_lambda_and_zeta,29,3,2,2,63,150-200,20-145,22.317981094042864,28.0,-89.63612659917682,71.3150377251906
map_shared_lambda_and_zeta,29,3,2,3,63,150-200,20-145,16.780266063679814,28.0,-199.52010025939262,88.42591652329722
map_shared_lambda_and_zeta,29,3,2,4,63,150-200,20-145,13.874844806111179,23.5,-46.993414874955214,79.08970991414604
map_shared_lambda_and_zeta,29,3,2,5,63,150-200,20-145,11.841840586928083,19.0,-12.861414735384413,53.97042679454481
shared_lambda_map_specific_zeta,29,3,2,2,63,150-200,20-145,17.878143222611804,28.0,-89.10625755972575,69.07793078648837
shared_lambda_map_specific_zeta,29,3,2,3,63,150-200,20-145,17.878143222611804,28.0,-199.575401581755,91.3679097670597
shared_lambda_map_specific_zeta,29,3,2,4,63,150-200,20-145,17.878143222611804,22.0,-47.06865754052947,80.4357984066945
shared_lambda_map_specific_zeta,29,3,2,5,63,150-200,20-145,17.878143222611804,17.5,-12.914394244685083,58.46443591744181
map_specific_lambda_shared_zeta,29,3,2,2,63,150-200,20-145,22.317981094042864,28.0,-89.63612659917682,71.3150377251906
map_specific_lambda_shared_zeta,29,3,2,3,63,150-200,20-145,16.780266063679814,28.0,-199.52010025939262,88.42591652329722
map_specific_lambda_shared_zeta,29,3,2,4,63,150-200,20-145,9.791483623609768,28.0,-46.98447061450743,79.8672277097972
map_specific_lambda_shared_zeta,29,3,2,5,63,150-200,20-145,6.694329500821696,28.0,-12.860437583576042,50.992423691193686
all_shared_lambda_and_zeta,30,3,1,2,63,150-200,20-145,16.25687467927739,25.0,-79.40083306296178,43.24758127592067
all_shared_lambda_and_zeta,30,3,1,3,63,150-200,20-145,16.25687467927739,25.0,-21.378917980960257,50.1847998470877
all_shared_lambda_and_zeta,30,3,1,4,63,150-200,20-145,16.25687467927739,25.0,7.920220414743333,88.85091111107882
all_shared_lambda_and_zeta,30,3,1,5,63,150-200,20-145,16.25687467927739,25.0,32.50289918180105,94.12945951068512
map_shared_lambda_and_zeta,30,3,1,2,63,150-200,20-145,22.317981094042864,28.0,-80.01684042054474,64.24264512716063
map_shared_lambda_and_zeta,30,3,1,3,63,150-200,20-145,16.780266063679814,28.0,-21.40975497672979,76.20932306108101
map_shared_lambda_and_zeta,30,3,1,4,63,150-200,20-145,13.874844806111179,23.5,7.959110875550693,69.60589506384025
map_shared_lambda_and_zeta,30,3,1,5,63,150-200,20-145,11.472483074052871,19.0,32.55023159309475,39.931857452621834
shared_lambda_map_specific_zeta,30,3,1,2,63,150-200,20-145,18.453731477822707,28.0,-79.52548375260638,63.82841285223892
shared_lambda_map_specific_zeta,30,3,1,3,63,150-200,20-145,18.453731477822707,26.5,-21.48634127012076,66.72154812060919
shared_lambda_map_specific_zeta,30,3,1,4,63,150-200,20-145,18.453731477822707,22.0,7.859649834448104,72.0299060457342
shared_lambda_map_specific_zeta,30,3,1,5,63,150-200,20-145,18.453731477822707,17.5,32.48143543058408,46.77410796509497
map_specific_lambda_shared_zeta,30,3,1,2,63,150-200,20-145,22.317981094042864,28.0,-80.01684042054474,64.24264512716063
map_specific_lambda_shared_zeta,30,3,1,3,63,150-200,20-145,16.780266063679814,28.0,-21.40975497672979,76.20932306108101
map_specific_lambda_shared_zeta,30,3,1,4,63,150-200,20-145,9.791483623609768,28.0,7.968055135998472,70.47448207286763
map_specific_lambda_shared_zeta,30,3,1,5,63,150-200,20-145,6.694329500821696,28.0,32.55088649262579,39.251330697542166
all_shared_lambda_and_zeta,31,3,0,2,63,150-200,20-145,16.25687467927739,25.0,-9.792245464383653,33.06192443206432
all_shared_lambda_and_zeta,31,3,0,3,63,150-200,20-145,16.25687467927739,25.0,-87.15907672071829,35.00333634111273
all_shared_lambda_and_zeta,31,3,0,4,63,150-200,20-145,16.25687467927739,25.0,-72.77106463590107,80.39239234552245
all_shared_lambda_and_zeta,31,3,0,5,63,150-200,20-145,16.25687467927739,25.0,-82.24242366188228,108.46622766815574
map_shared_lambda_and_zeta,31,3,0,2,63,150-200,20-145,22.317981094042864,28.0,-10.40825282196662,43.421135788301434
map_shared_lambda_and_zeta,31,3,0,3,63,150-200,20-145,16.780266063679814,28.0,-87.18991371648781,58.410133084859375
map_shared_lambda_and_zeta,31,3,0,4,63,150-200,20-145,13.874844806111179,23.5,-72.7321741750937,61.413432161121236
map_shared_lambda_and_zeta,31,3,0,5,63,150-200,20-145,11.841840586928083,19.0,-82.19541350286592,56.27430515978147
shared_lambda_map_specific_zeta,31,3,0,2,63,150-200,20-145,18.453731477822707,28.0,-9.916896154028253,44.33117220746784
shared_lambda_map_specific_zeta,31,3,0,3,63,150-200,20-145,18.453731477822707,26.5,-87.26650000987878,47.99605076322119
shared_lambda_map_specific_zeta,31,3,0,4,63,150-200,20-145,18.453731477822707,22.0,-72.8316352161963,64.376995529043
shared_lambda_map_specific_zeta,31,3,0,5,63,150-200,20-145,18.453731477822707,17.5,-82.26388741309924,63.061100375738135
map_specific_lambda_shared_zeta,31,3,0,2,63,150-200,20-145,22.317981094042864,28.0,-10.40825282196662,43.421135788301434
map_specific_lambda_shared_zeta,31,3,0,3,63,150-200,20-145,16.780266063679814,28.0,-87.18991371648781,58.410133084859375
map_specific_lambda_shared_zeta,31,3,0,4,63,150-200,20-145,9.791483623609768,28.0,-72.72322991464593,62.42195728930132
map_specific_lambda_shared_zeta,31,3,0,5,63,150-200,20-145,6.694329500821696,28.0,-82.19443635105755,52.18229493591885
all_shared_lambda_and_zeta,32,4,0,2,63,150-200,20-145,16.25687467927739,25.0,53.20722071846312,23.36700378820333
all_shared_lambda_and_zeta,32,4,0,3,63,150-200,20-145,16.25687467927739,25.0,98.16569012427546,50.51522524767996
all_shared_lambda_and_zeta,32,4,0,4,63,150-200,20-145,16.25687467927739,25.0,-5.574501046000126,48.67079898202428
all_shared_lambda_and_zeta,32,4,0,5,63,150-200,20-145,16.25687467927739,25.0,-48.79774734816285,89.1701182166968
map_shared_lambda_and_zeta,32,4,0,2,63,150-200,20-145,22.317981094042864,28.0,52.59121336088015,44.06865950394264
map_shared_lambda_and_zeta,32,4,0,3,63,150-200,20-145,16.780266063679814,28.0,98.13485312850594,55.9587929611739
map_shared_lambda_and_zeta,32,4,0,4,63,150-200,20-145,13.44207608814922,23.5,-5.532985020136727,40.90939423425395
map_shared_lambda_and_zeta,32,4,0,5,63,150-200,20-145,11.472483074052871,19.0,-48.75041493686915,34.89424774881138
shared_lambda_map_specific_zeta,32,4,0,2,63,150-200,20-145,18.453731477822707,28.0,53.082570028818516,41.72355467420645
shared_lambda_map_specific_zeta,32,4,0,3,63,150-200,20-145,18.453731477822707,26.5,98.05826683511496,47.61070368908047
shared_lambda_map_specific_zeta,32,4,0,4,63,150-200,20-145,18.453731477822707,22.0,-5.635071626295356,31.418370251836528
shared_lambda_map_specific_zeta,32,4,0,5,63,150-200,20-145,18.453731477822707,17.5,-48.81921109937983,41.84008212219017
map_specific_lambda_shared_zeta,32,4,0,2,63,150-200,20-145,22.317981094042864,28.0,52.59121336088015,44.06865950394264
map_specific_lambda_shared_zeta,32,4,0,3,63,150-200,20-145,16.780266063679814,28.0,98.13485312850594,55.9587929611739
map_specific_lambda_shared_zeta,32,4,0,4,63,150-200,20-145,9.791483623609768,28.0,-5.526666324744989,52.64066939364782
map_specific_lambda_shared_zeta,32,4,0,5,63,150-200,20-145,6.694329500821696,28.0,-48.74976003733812,34.25482780541437
all_shared_lambda_and_zeta,33,4,1,2,63,150-200,20-145,16.25687467927739,25.0,60.67777820662207,38.46304134104469
all_shared_lambda_and_zeta,33,4,1,3,63,150-200,20-145,16.25687467927739,25.0,24.645297949405304,50.7649232023574
all_shared_lambda_and_zeta,33,4,1,4,63,150-200,20-145,16.25687467927739,25.0,-12.741328769300729,54.32816698800633
all_shared_lambda_and_zeta,33,4,1,5,63,150-200,20-145,16.25687467927739,25.0,-51.97130566160359,92.31714035269876
map_shared_lambda_and_zeta,33,4,1,2,63,150-200,20-145,22.317981094042864,28.0,60.06177084903913,66.68716717384645
map_shared_lambda_and_zeta,33,4,1,3,63,150-200,20-145,16.780266063679814,28.0,24.614460953635774,66.56978254422917
map_shared_lambda_and_zeta,33,4,1,4,63,150-200,20-145,13.874844806111179,23.5,-12.702438308493369,39.67066256371106
map_shared_lambda_and_zeta,33,4,1,5,63,150-200,20-145,11.472483074052871,19.0,-51.923973250309885,38.42507697819971
shared_lambda_map_specific_zeta,33,4,1,2,63,150-200,20-145,18.453731477822707,28.0,60.553127516977476,63.91047088735063
shared_lambda_map_specific_zeta,33,4,1,3,63,150-200,20-145,18.453731477822707,26.5,24.537874660244803,56.06746975950446
shared_lambda_map_specific_zeta,33,4,1,4,63,150-200,20-145,18.453731477822707,22.0,-12.80189934959596,34.56440398885735
shared_lambda_map_specific_zeta,33,4,1,5,63,150-200,20-145,18.453731477822707,17.5,-51.99276941282057,45.13000239835682
map_specific_lambda_shared_zeta,33,4,1,2,63,150-200,20-145,22.317981094042864,28.0,60.06177084903913,66.68716717384645
map_specific_lambda_shared_zeta,33,4,1,3,63,150-200,20-145,16.780266063679814,28.0,24.614460953635774,66.56978254422917
map_specific_lambda_shared_zeta,33,4,1,4,63,150-200,20-145,9.791483623609768,28.0,-12.693494048045592,49.36898955928158
map_specific_lambda_shared_zeta,33,4,1,5,63,150-200,20-145,6.694329500821696,28.0,-51.923318350778864,37.5919324911314
all_shared_lambda_and_zeta,34,4,2,2,63,150-200,20-145,16.25687467927739,25.0,65.71831314803525,46.34792211619871
all_shared_lambda_and_zeta,34,4,2,3,63,150-200,20-145,16.25687467927739,25.0,-47.8464817706363,48.120479558214114
all_shared_lambda_and_zeta,34,4,2,4,63,150-200,20-145,16.25687467927739,25.0,64.43846708209728,69.92694614361648
all_shared_lambda_and_zeta,34,4,2,5,63,150-200,20-145,16.25687467927739,25.0,-53.288570445519696,98.04925246171112
map_shared_lambda_and_zeta,34,4,2,2,63,150-200,20-145,22.317981094042864,28.0,65.10230579045229,70.06853901775995
map_shared_lambda_and_zeta,34,4,2,3,63,150-200,20-145,16.780266063679814,28.0,-47.87731876640583,67.65543336271712
map_shared_lambda_and_zeta,34,4,2,4,63,150-200,20-145,13.874844806111179,23.5,64.47735754290464,53.01723651109123
map_shared_lambda_and_zeta,34,4,2,5,63,150-200,20-145,11.841840586928083,19.0,-53.241560286503336,44.49645705350471
shared_lambda_map_specific_zeta,34,4,2,2,63,150-200,20-145,18.453731477822707,28.0,65.59366245839064,69.11575343564523
shared_lambda_map_specific_zeta,34,4,2,3,63,150-200,20-145,18.453731477822707,26.5,-47.95390505979681,56.89860303748498
shared_lambda_map_specific_zeta,34,4,2,4,63,150-200,20-145,18.453731477822707,22.0,64.37789650180206,50.66092724238186
shared_lambda_map_specific_zeta,34,4,2,5,63,150-200,20-145,18.453731477822707,17.5,-53.310034196736666,49.450778274179896
map_specific_lambda_shared_zeta,34,4,2,2,63,150-200,20-145,22.317981094042864,28.0,65.10230579045229,70.06853901775995
map_specific_lambda_shared_zeta,34,4,2,3,63,150-200,20-145,16.780266063679814,28.0,-47.87731876640583,67.65543336271712
map_specific_lambda_shared_zeta,34,4,2,4,63,150-200,20-145,9.791483623609768,28.0,64.48630180335243,59.25202612991414
map_specific_lambda_shared_zeta,34,4,2,5,63,150-200,20-145,6.694329500821696,28.0,-53.24058313469497,41.63036497757057
all_shared_lambda_and_zeta,35,4,3,2,63,150-200,20-145,16.25687467927739,25.0,72.78783657262062,46.64719887767997
all_shared_lambda_and_zeta,35,4,3,3,63,150-200,20-145,16.25687467927739,25.0,-74.13935821908738,44.72037300130061
all_shared_lambda_and_zeta,35,4,3,4,63,150-200,20-145,16.25687467927739,25.0,-71.30246303573603,65.96311208396291
all_shared_lambda_and_zeta,35,4,3,5,63,150-200,20-145,16.25687467927739,25.0,14.931216648486554,97.63665155945237
map_shared_lambda_and_zeta,35,4,3,2,63,150-200,20-145,22.317981094042864,28.0,72.17182921503765,70.17147730328688
map_shared_lambda_and_zeta,35,4,3,3,63,150-200,20-145,16.780266063679814,28.0,-74.17019521485692,62.9687255620958
map_shared_lambda_and_zeta,35,4,3,4,63,150-200,20-145,13.874844806111179,23.5,-71.26357257492867,50.224227098716995
map_shared_lambda_and_zeta,35,4,3,5,63,150-200,20-145,11.841840586928083,19.0,14.97822680750292,43.948424459125434
shared_lambda_map_specific_zeta,35,4,3,2,63,150-200,20-145,18.453731477822707,28.0,72.66318588297601,69.08983625525288
shared_lambda_map_specific_zeta,35,4,3,3,63,150-200,20-145,18.453731477822707,26.5,-74.24678150824789,52.49110691803972
shared_lambda_map_specific_zeta,35,4,3,4,63,150-200,20-145,18.453731477822707,22.0,-71.36303361603126,46.45528440348498
shared_lambda_map_specific_zeta,35,4,3,5,63,150-200,20-145,18.453731477822707,17.5,14.90975289726959,50.28040783044062
map_specific_lambda_shared_zeta,35,4,3,2,63,150-200,20-145,22.317981094042864,28.0,72.17182921503765,70.17147730328688
map_specific_lambda_shared_zeta,35,4,3,3,63,150-200,20-145,16.780266063679814,28.0,-74.17019521485692,62.9687255620958
map_specific_lambda_shared_zeta,35,4,3,4,63,150-200,20-145,9.791483623609768,28.0,-71.2546283144809,57.3811259268253
map_specific_lambda_shared_zeta,35,4,3,5,63,150-200,20-145,6.694329500821696,28.0,14.979203959311292,40.26482127073842
all_shared_lambda_and_zeta,36,4,4,2,63,150-200,20-145,16.25687467927739,25.0,60.27451354887278,45.656984060360166
all_shared_lambda_and_zeta,36,4,4,3,63,150-200,20-145,16.25687467927739,25.0,65.13337711014893,46.36997473896147
all_shared_lambda_and_zeta,36,4,4,4,63,150-200,20-145,16.25687467927739,25.0,-47.44253372083541,48.28968019964738
all_shared_lambda_and_zeta,36,4,4,5,63,150-200,20-145,16.25687467927739,25.0,-13.015835479798087,85.05611645822042
map_shared_lambda_and_zeta,36,4,4,2,63,150-200,20-145,22.317981094042864,28.0,59.65850619128981,75.04632593760128
map_shared_lambda_and_zeta,36,4,4,3,63,150-200,20-145,16.780266063679814,28.0,65.10254011437941,59.371400891695856
map_shared_lambda_and_zeta,36,4,4,4,63,150-200,20-145,13.44207608814922,23.5,-47.40101769497201,35.11362160405457
map_shared_lambda_and_zeta,36,4,4,5,63,150-200,20-145,11.472483074052871,19.0,-12.968503068504383,31.025666714401282
shared_lambda_map_specific_zeta,36,4,4,2,63,150-200,20-145,18.453731477822707,28.0,60.14986285922817,71.98701663603453
shared_lambda_map_specific_zeta,36,4,4,3,63,150-200,20-145,18.453731477822707,26.5,65.02595382098842,49.63959301331732
shared_lambda_map_specific_zeta,36,4,4,4,63,150-200,20-145,18.453731477822707,22.0,-47.50310430113064,28.979588365025162
shared_lambda_map_specific_zeta,36,4,4,5,63,150-200,20-145,18.453731477822707,17.5,-13.037299231015057,37.42065349131467
map_specific_lambda_shared_zeta,36,4,4,2,63,150-200,20-145,22.317981094042864,28.0,59.65850619128981,75.04632593760128
map_specific_lambda_shared_zeta,36,4,4,3,63,150-200,20-145,16.780266063679814,28.0,65.10254011437941,59.371400891695856
map_specific_lambda_shared_zeta,36,4,4,4,63,150-200,20-145,9.791483623609768,28.0,-47.394698999580285,46.01106335879866
map_specific_lambda_shared_zeta,36,4,4,5,63,150-200,20-145,6.694329500821696,28.0,-12.96784816897335,31.66799279293363
all_shared_lambda_and_zeta,37,4,5,2,63,150-200,20-145,17.320508075688775,23.5,103.81737611986445,18.52468902672236
all_shared_lambda_and_zeta,37,4,5,3,63,150-200,20-145,17.320508075688775,23.5,123.76150701978868,35.63984752979876
all_shared_lambda_and_zeta,37,4,5,4,63,150-200,20-145,17.320508075688775,23.5,50.17405469729001,18.234807161275725
all_shared_lambda_and_zeta,37,4,5,5,63,150-200,20-145,17.320508075688775,23.5,-91.2972423041314,44.096109162258166
map_shared_lambda_and_zeta,37,4,5,2,63,150-200,20-145,22.317981094042864,28.0,103.22716793333157,54.04669321890311
map_shared_lambda_and_zeta,37,4,5,3,63,150-200,20-145,16.780266063679814,28.0,123.75646919506926,40.822912547020366
map_shared_lambda_and_zeta,37,4,5,4,63,150-200,20-145,13.44207608814922,23.5,50.24136989420353,31.371127594166435
map_shared_lambda_and_zeta,37,4,5,5,63,150-200,20-145,11.472483074052871,19.0,-91.22411072178755,8.76406266937124
shared_lambda_map_specific_zeta,37,4,5,2,63,150-200,20-145,18.453731477822707,28.0,103.71852460126996,50.36368012075217
shared_lambda_map_specific_zeta,37,4,5,3,63,150-200,20-145,18.453731477822707,26.5,123.67988290167831,32.61103476046411
shared_lambda_map_specific_zeta,37,4,5,4,63,150-200,20-145,18.453731477822707,22.0,50.139283288044886,21.317283517773998
shared_lambda_map_specific_zeta,37,4,5,5,63,150-200,20-145,18.453731477822707,17.5,-91.29290688429823,15.074570551465305
map_specific_lambda_shared_zeta,37,4,5,2,63,150-200,20-145,22.317981094042864,28.0,103.22716793333157,54.04669321890311
map_specific_lambda_shared_zeta,37,4,5,3,63,150-200,20-145,16.780266063679814,28.0,123.75646919506926,40.822912547020366
map_specific_lambda_shared_zeta,37,4,5,4,63,150-200,20-145,9.48607856330461,28.0,50.24774730087557,43.88640897273633
map_specific_lambda_shared_zeta,37,4,5,5,63,150-200,20-145,6.694329500821696,28.0,-91.22345582225654,17.55871736460653
all_shared_lambda_and_zeta,38,4,6,2,63,150-200,20-145,17.320508075688775,23.5,86.21417131614618,97.15757161919369
all_shared_lambda_and_zeta,38,4,6,3,63,150-200,20-145,17.320508075688775,23.5,155.3794639338964,78.98268284256544
all_shared_lambda_and_zeta,38,4,6,4,63,150-200,20-145,17.320508075688775,23.5,80.062280953384,46.8681507823538
all_shared_lambda_and_zeta,38,4,6,5,63,150-200,20-145,17.320508075688775,23.5,-19.364954555948415,15.146876689783909
map_shared_lambda_and_zeta,38,4,6,2,63,150-200,20-145,22.317981094042864,28.0,85.62396312961333,55.22147301334058
map_shared_lambda_and_zeta,38,4,6,3,63,150-200,20-145,17.878143222611804,26.5,155.3325094919204,53.67989303986764
map_shared_lambda_and_zeta,38,4,6,4,63,150-200,20-145,13.44207608814922,23.5,80.1295961502975,58.05564321319256
map_shared_lambda_and_zeta,38,4,6,5,63,150-200,20-145,11.472483074052871,19.0,-19.291822973604596,38.94323197730178
shared_lambda_map_specific_zeta,38,4,6,2,63,150-200,20-145,18.453731477822707,28.0,86.11531979755169,56.99689221867118
shared_lambda_map_specific_zeta,38,4,6,3,63,150-200,20-145,18.453731477822707,26.5,155.29783981578603,52.88722729356537
shared_lambda_map_specific_zeta,38,4,6,4,63,150-200,20-145,18.453731477822707,22.0,80.02750954413887,56.0909180914226
shared_lambda_map_specific_zeta,38,4,6,5,63,150-200,20-145,18.453731477822707,16.0,-19.349405566737982,43.007424792366514
map_specific_lambda_shared_zeta,38,4,6,2,63,150-200,20-145,22.317981094042864,28.0,85.62396312961333,55.22147301334058
map_specific_lambda_shared_zeta,38,4,6,3,63,150-200,20-145,16.780266063679814,28.0,155.374426109177,43.173282072672116
map_specific_lambda_shared_zeta,38,4,6,4,63,150-200,20-145,9.48607856330461,28.0,80.13597355696955,62.96111005919846
map_specific_lambda_shared_zeta,38,4,6,5,63,150-200,20-145,6.694329500821696,28.0,-19.291168074073564,45.52529695463716
all_shared_lambda_and_zeta,39,4,7,2,63,150-200,20-145,17.320508075688775,23.5,-46.015578698175084,137.05216687351572
all_shared_lambda_and_zeta,39,4,7,3,63,150-200,20-145,17.320508075688775,23.5,83.93627482000107,194.0918592064454
all_shared_lambda_and_zeta,39,4,7,4,63,150-200,20-145,17.320508075688775,23.5,14.4968354633466,137.30269948433687
all_shared_lambda_and_zeta,39,4,7,5,63,150-200,20-145,17.320508075688775,23.5,-34.517471738511894,64.67168203147868
map_shared_lambda_and_zeta,39,4,7,2,63,150-200,20-145,23.036510285681896,28.0,-46.75159410066644,94.09230505515119
map_shared_lambda_and_zeta,39,4,7,3,63,150-200,20-145,17.878143222611804,26.5,83.88932037802506,169.01666999753334
map_shared_lambda_and_zeta,39,4,7,4,63,150-200,20-145,14.7826298876199,22.0,14.555315320285759,152.50443078721153
map_shared_lambda_and_zeta,39,4,7,5,63,150-200,20-145,11.114646149663537,19.0,-34.44411834493688,109.46604445026914
shared_lambda_map_specific_zeta,39,4,7,2,63,150-200,20-145,18.453731477822707,28.0,-46.11443021676956,96.7725299931927
shared_lambda_map_specific_zeta,39,4,7,3,63,150-200,20-145,18.453731477822707,26.5,83.85465070189069,168.31191584431406
shared_lambda_map_specific_zeta,39,4,7,4,63,150-200,20-145,18.453731477822707,22.0,14.462064054101484,147.39159020715408
shared_lambda_map_specific_zeta,39,4,7,5,63,150-200,20-145,18.453731477822707,16.0,-34.50192274930146,112.00887326467618
map_specific_lambda_shared_zeta,39,4,7,2,63,150-200,20-145,23.036510285681896,28.0,-46.75159410066644,94.09230505515119
map_specific_lambda_shared_zeta,39,4,7,3,63,150-200,20-145,16.780266063679814,28.0,83.93123699528165,158.14671886449153
map_specific_lambda_shared_zeta,39,4,7,4,63,150-200,20-145,9.48607856330461,28.0,14.570528066932157,147.55007233847027
map_specific_lambda_shared_zeta,39,4,7,5,63,150-200,20-145,6.694329500821696,28.0,-34.443685256637046,112.8394511882019
all_shared_lambda_and_zeta,40,5,7,2,63,150-200,20-145,17.320508075688775,23.5,-56.48192751948613,105.74395852668553
all_shared_lambda_and_zeta,40,5,7,3,63,150-200,20-145,17.320508075688775,23.5,-3.9838418804975984,241.45745818292642
all_shared_lambda_and_zeta,40,5,7,4,63,150-200,20-145,17.320508075688775,23.5,-30.07817843919312,102.87239164512346
all_shared_lambda_and_zeta,40,5,7,5,63,150-200,20-145,17.320508075688775,23.5,-27.78038820924153,52.16471276903755
map_shared_lambda_and_zeta,40,5,7,2,63,150-200,20-145,22.317981094042864,28.0,-57.07213570601898,59.91954207359631
map_shared_lambda_and_zeta,40,5,7,3,63,150-200,20-145,17.878143222611804,26.5,-4.030796322473598,216.12336545918188
map_shared_lambda_and_zeta,40,5,7,4,63,150-200,20-145,13.44207608814922,23.5,-30.01086324227961,110.42731437929815
map_shared_lambda_and_zeta,40,5,7,5,63,150-200,20-145,11.114646149663537,19.0,-27.707034815666518,93.55890302620988
shared_lambda_map_specific_zeta,40,5,7,2,63,150-200,20-145,18.453731477822707,28.0,-56.58077903808062,65.72734811133707
shared_lambda_map_specific_zeta,40,5,7,3,63,150-200,20-145,18.453731477822707,26.5,-4.065465998607985,215.24397660262787
shared_lambda_map_specific_zeta,40,5,7,4,63,150-200,20-145,18.453731477822707,22.0,-30.112949848438234,112.82725879072332
shared_lambda_map_specific_zeta,40,5,7,5,63,150-200,20-145,18.453731477822707,16.0,-27.764839220031092,97.3345205843797
map_specific_lambda_shared_zeta,40,5,7,2,63,150-200,20-145,22.317981094042864,28.0,-57.07213570601898,59.91954207359631
map_specific_lambda_shared_zeta,40,5,7,3,63,150-200,20-145,16.25687467927739,28.0,-3.9696691975632006,207.08451333372463
map_specific_lambda_shared_zeta,40,5,7,4,63,150-200,20-145,9.48607856330461,28.0,-30.004485835607554,110.9698260598697
map_specific_lambda_shared_zeta,40,5,7,5,63,150-200,20-145,6.694329500821696,28.0,-27.70660172736668,96.30450088487271
all_shared_lambda_and_zeta,41,5,6,2,63,150-200,20-145,17.878143222611804,23.5,-4.120438066167652,92.01515058057831
all_shared_lambda_and_zeta,41,5,6,3,63,150-200,20-145,17.878143222611804,23.5,119.2615502440337,40.059062655085214
all_shared_lambda_and_zeta,41,5,6,4,63,150-200,20-145,17.878143222611804,23.5,25.333014918512053,45.18035707547146
all_shared_lambda_and_zeta,41,5,6,5,63,150-200,20-145,17.878143222611804,23.5,-13.070677351168802,50.10984026946278
map_shared_lambda_and_zeta,41,5,6,2,63,150-200,20-145,22.317981094042864,28.0,-4.68860425013418,51.51715577345233
map_shared_lambda_and_zeta,41,5,6,3,63,150-200,20-145,16.780266063679814,28.0,119.2785544218806,57.448086728210065
map_shared_lambda_and_zeta,41,5,6,4,63,150-200,20-145,13.44207608814922,23.5,25.422372117991895,31.15884137328721
