concentration_wt_percent,source_filter,distance_nm,equilibrium_force_pN,equilibrium_sigma_pN,speed_slope_pN_per_um_s,speed_regression_r2,speed_groups,source_count,speed_1_force_pN,speed_2_force_pN,speed_4_force_pN
0,all,285.0,9.24809932540135,26.758275218954005,-6.05625713162064,0.4123031006005664,3,8,-2.813176690403127,8.2460202968083,-15.042691583780584
0,all,290.0,8.849170145800281,26.743065956572554,-5.470039960188396,0.21070448378904594,3,8,-3.718338051246252,12.72263555829446,-13.106020197756687
0,all,295.0,8.859123459006348,26.815225998452114,-5.677761634903748,0.278917389441557,3,8,-3.7226996511768173,10.559325916288156,-13.924138231732819
0,all,300.0,9.939604129287499,26.80038588795416,-5.755894252911655,0.48973085588307463,3,8,-1.055339688900354,7.501501824573818,-13.141728976259591
0,all,305.0,11.119280356381452,25.863622731503025,-6.228158555794198,0.8131060506711203,3,8,2.1070852873993053,3.955398646890882,-13.83488004012438
0,all,310.0,9.981853389231075,24.78015382227158,-5.543277356067363,0.832453277330449,3,8,2.145721488747044,3.360154268711533,-12.2285353859448
0,all,315.0,9.91214755517615,25.586669531752793,-4.63756936980239,0.5381466384234138,3,8,2.0117575906271723,8.140734342059018,-8.68161857283555
0,all,320.0,8.889801148126274,26.646826794046707,-4.919916418371899,0.776915524245969,3,8,1.2180496978518183,3.3500015762558886,-10.824933842632113
0,all,325.0,21.1820521590078,26.699800318567004,-7.744742743583996,0.5963910485688992,3,8,8.074243918169856,16.56305468170519,-9.863201090225632
0,all,330.0,18.826905083227455,26.555847371134668,-6.685982693365057,0.5778689567513173,3,8,7.525612901964356,15.328250949958495,-7.975065260979953
0,all,335.0,17.969253855447178,24.885723139838483,-6.9527623763059925,0.4384674136179504,3,8,4.043493672319604,15.788908094913491,-9.925227235724746
0,all,340.0,13.29936512688564,23.96220672352469,-5.188482624713264,0.23435499417205696,3,8,1.3357889338521711,15.917863477636947,-7.538788472088653
0,all,345.0,13.7675011105322,23.840050403986748,-5.587428070563794,0.4811683782061825,3,8,3.8528278941554106,12.53991197300973,-8.64461851729396
0,all,350.0,15.767147709656633,24.309752806221343,-5.5470445037816685,0.2808515161609275,3,8,4.004984712066971,18.128308535771097,-6.500466866613314
0,all,355.0,13.567802026879644,23.42322940970344,-5.102659494442471,0.34047673984165794,3,8,3.1622556082426474,14.402582038743303,-6.915323596455993
0,all,360.0,10.717820722666909,25.982119063250103,-4.147126327712526,0.6416472706567208,3,8,3.655926237367193,7.482018888147657,-5.906893019008658
0,all,365.0,8.146409006029115,24.579061935753607,-4.008132587101839,0.5517474192463667,3,8,1.0430380327687354,6.103863726081249,-7.927479097001511
0,all,370.0,9.801377323798814,25.26193024706133,-4.22970722538384,0.27338427591011283,3,8,0.7612093311671009,11.714812948722688,-7.175018139791524
0,all,375.0,10.383407568427064,24.134508232783425,-4.574137355278183,0.8840475350398364,3,8,3.9271061679139296,3.9498474496747895,-7.943233566792948
0,all,380.0,13.425535800727854,24.856453473671092,-4.714749837820429,0.23937318289301346,3,8,2.0089609020151835,14.526390579697171,-5.507270396450776
0,all,385.0,11.91646555515971,22.914597205659884,-4.771759351305025,0.14447859350694114,3,8,-0.2598690195869404,16.651718989805538,-7.267511273363315
0,all,390.0,3.0133788125624275,22.501208181734327,-2.4049674906313485,0.2613050561018355,3,8,-2.760561499883619,3.2202449074453083,-6.649882967532498
0,all,395.0,7.310149723832594,22.53900514839791,-3.7001416786267907,0.11931375024404489,3,8,-2.3468244847278807,11.81257249623748,-7.570937660826823
0,all,400.0,9.344504481327425,23.00766690957568,-3.904952122933179,0.03950377638501412,3,8,-2.494472986821732,16.792994574841387,-6.375117275595644
