test,preprocessing,baseline_method,distance_nm,block,contrast,pixel_mean_difference_pN,pixel_paired_t_p,pixel_holm_p_across_37_distances,tile_mean_difference_pN,tile_paired_t_p,tile_holm_p_across_37_distances,experimental_block_count,experimental_mean_of_block_median_differences_pN,experimental_paired_t_p,experimental_holm_p,interpretation
map3_5_no_refresh,linear_center_aligned,linear_drift_corrected,50.0,3,0.2_minus_0.05_um_per_s,40.54885610667375,5.333658237880659e-14,1.973453548015844e-12,40.54885610667375,1.543256294999263e-06,5.555722661997347e-05,3,15.156272696877815,0.3716755579495091,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,linear_drift_corrected,50.0,4,0.2_minus_0.05_um_per_s,8.10690456129532,0.024874948052454566,0.6218737013113641,8.10690456129532,0.14121273080830632,1.0,3,15.156272696877815,0.3716755579495091,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,linear_drift_corrected,50.0,5,0.2_minus_0.05_um_per_s,-5.783749429858094,0.0019485745017399669,0.0701486820626388,-5.783749429858094,0.0058316233811675534,0.2099384417220319,3,15.156272696877815,0.3716755579495091,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,linear_drift_corrected,100.0,3,0.2_minus_0.05_um_per_s,4.529698071716755,0.00020230178653110603,0.004248337517153227,4.529698071716754,0.001955878295690354,0.04302932250518779,3,2.5614009371169577,0.15136535412651897,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,linear_drift_corrected,100.0,4,0.2_minus_0.05_um_per_s,3.5430327756659494,0.08599965068939136,1.0,3.5430327756659494,0.05925818457422065,1.0,3,2.5614009371169577,0.15136535412651897,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,linear_drift_corrected,100.0,5,0.2_minus_0.05_um_per_s,-0.3969552027951788,0.8054723172712233,1.0,-0.39695520279517865,0.7685953682349288,1.0,3,2.5614009371169577,0.15136535412651897,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,linear_drift_corrected,200.0,3,0.2_minus_0.05_um_per_s,0.0211653691737497,0.9714283674078783,1.0,0.021165369173749726,0.9672541661281248,1.0,3,0.12822617790558732,0.6341313430853347,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,linear_drift_corrected,200.0,4,0.2_minus_0.05_um_per_s,0.4173040824714923,0.767209024617344,1.0,0.41730408247149264,0.755067357355084,1.0,3,0.12822617790558732,0.6341313430853347,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,linear_drift_corrected,200.0,5,0.2_minus_0.05_um_per_s,-0.5177316119465205,0.7271360178471373,1.0,-0.5177316119465204,0.7217205349134538,1.0,3,0.12822617790558732,0.6341313430853347,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,far_constant_referenced,20.0,3,0.2_minus_0.05_um_per_s,80.97527671286224,0.00012251874628150625,0.0017152624479410874,80.97527671286224,0.00684604996516239,0.09584469951227347,3,-4.405678381888872,0.9388463448493425,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,far_constant_referenced,20.0,4,0.2_minus_0.05_um_per_s,-84.60820130580476,1.2412469386929492e-08,4.592613673163912e-07,-84.60820130580476,0.0003760105191904205,0.013912389210045558,3,-4.405678381888872,0.9388463448493425,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,far_constant_referenced,20.0,5,0.2_minus_0.05_um_per_s,5.3022916704907646,0.8048343246679612,1.0,2.925299323557738,0.8995196319160959,1.0,3,-4.405678381888872,0.9388463448493425,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,far_constant_referenced,50.0,3,0.2_minus_0.05_um_per_s,35.63097683332291,1.291526323821102e-12,4.7786473981380776e-11,35.630976833322904,8.295680232436606e-06,0.0003069401686001544,3,12.064345186722955,0.3319439518851758,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,far_constant_referenced,50.0,4,0.2_minus_0.05_um_per_s,4.694924093157209,0.1298828702722313,1.0,4.694924093157209,0.36860602621592764,1.0,3,12.064345186722955,0.3319439518851758,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,far_constant_referenced,50.0,5,0.2_minus_0.05_um_per_s,-3.567452269804316,0.08001339994818643,1.0,-3.567452269804316,0.14697789835844383,1.0,3,12.064345186722955,0.3319439518851758,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,far_constant_referenced,100.0,3,0.2_minus_0.05_um_per_s,0.5836242159148333,0.4421593147573606,1.0,0.5836242159148333,0.5578880113153655,1.0,3,0.22202403301216447,0.808906457360589,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,far_constant_referenced,100.0,4,0.2_minus_0.05_um_per_s,0.784735635786174,0.6201759474558599,1.0,0.7847356357861742,0.6446177160819511,1.0,3,0.22202403301216447,0.808906457360589,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,far_constant_referenced,100.0,5,0.2_minus_0.05_um_per_s,1.4334097964784478,0.42594290944497926,1.0,1.4334097964784478,0.2936284323808399,1.0,3,0.22202403301216447,0.808906457360589,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,far_constant_referenced,200.0,3,0.2_minus_0.05_um_per_s,-2.0897607235437836,6.096751326758645e-07,1.5851553449572478e-05,-2.0897607235437836,0.00015324950005417339,0.0042909860015168545,3,-1.0759135344464408,0.38899302553825443,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,far_constant_referenced,200.0,4,0.2_minus_0.05_um_per_s,-1.0824166587501558,0.3792704174837874,1.0,-1.0824166587501558,0.42437046825400015,1.0,3,-1.0759135344464408,0.38899302553825443,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,far_constant_referenced,200.0,5,0.2_minus_0.05_um_per_s,0.5241532164279303,0.7716624905197099,1.0,0.5241532164279301,0.7339326530030621,1.0,3,-1.0759135344464408,0.38899302553825443,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
