source,location,location_order,block_in_location,instrument_scan_number,map_midpoint_time,relative_time_min,nominal_speed_um_per_s,baseline,distance_nm,force_median_pN,force_q25_pN,force_q75_pN,finite_pixels
10-09-26/map-data-2026.09.10-15.00.33.596.jpk-force-map,B,15,3,39,2026-09-10T15:01:51.862000+02:00,25.197041666666667,1.0,constant,50.0,273.1258416052756,219.84493167705241,344.0809939627559,64
10-09-26/map-data-2026.09.10-15.00.33.596.jpk-force-map,B,15,3,39,2026-09-10T15:01:51.862000+02:00,25.197041666666667,1.0,constant,100.0,82.57731232640862,67.3006039589773,101.65406107785769,64
10-09-26/map-data-2026.09.10-15.00.33.596.jpk-force-map,B,15,3,39,2026-09-10T15:01:51.862000+02:00,25.197041666666667,1.0,constant,200.0,10.875299862736092,3.887949197178812,14.102202472758979,64
10-09-26/map-data-2026.09.10-15.03.20.154.jpk-force-map,B,16,3,40,2026-09-10T15:04:23.785000+02:00,27.729091666666665,1.0,linear,20.0,681.206468634743,574.6024018948447,866.1401429634332,62
10-09-26/map-data-2026.09.10-15.03.20.154.jpk-force-map,B,16,3,40,2026-09-10T15:04:23.785000+02:00,27.729091666666665,1.0,linear,50.0,269.72006130521663,222.92939661354526,375.7508332354482,64
10-09-26/map-data-2026.09.10-15.03.20.154.jpk-force-map,B,16,3,40,2026-09-10T15:04:23.785000+02:00,27.729091666666665,1.0,linear,100.0,78.59919762517205,49.38476817022742,103.11017382488308,64
10-09-26/map-data-2026.09.10-15.03.20.154.jpk-force-map,B,16,3,40,2026-09-10T15:04:23.785000+02:00,27.729091666666665,1.0,linear,200.0,0.3966790711933773,-16.927237491778612,23.11992883695313,64
10-09-26/map-data-2026.09.10-15.03.20.154.jpk-force-map,B,16,3,40,2026-09-10T15:04:23.785000+02:00,27.729091666666665,1.0,constant,20.0,707.6435711978943,553.83885547017,926.9187387739287,62
10-09-26/map-data-2026.09.10-15.03.20.154.jpk-force-map,B,16,3,40,2026-09-10T15:04:23.785000+02:00,27.729091666666665,1.0,constant,50.0,282.81340902920215,228.21386066757105,374.0722295657947,64
10-09-26/map-data-2026.09.10-15.03.20.154.jpk-force-map,B,16,3,40,2026-09-10T15:04:23.785000+02:00,27.729091666666665,1.0,constant,100.0,87.99283694961682,70.10153202702949,111.17661161777366,64
10-09-26/map-data-2026.09.10-15.03.20.154.jpk-force-map,B,16,3,40,2026-09-10T15:04:23.785000+02:00,27.729091666666665,1.0,constant,200.0,9.588452528814438,3.49066022948015,14.35979269374529,64
10-09-26/map-data-2026.09.10-15.06.27.770.jpk-force-map,B,17,3,41,2026-09-10T15:07:07.211500+02:00,30.45286666666667,2.0,linear,20.0,675.8816132218825,550.182444157517,878.0017572883344,63
10-09-26/map-data-2026.09.10-15.06.27.770.jpk-force-map,B,17,3,41,2026-09-10T15:07:07.211500+02:00,30.45286666666667,2.0,linear,50.0,251.72574528766805,222.22135041077058,325.1478661157313,64
10-09-26/map-data-2026.09.10-15.06.27.770.jpk-force-map,B,17,3,41,2026-09-10T15:07:07.211500+02:00,30.45286666666667,2.0,linear,100.0,66.21347849191221,46.311773950759196,88.24640803339256,64
10-09-26/map-data-2026.09.10-15.06.27.770.jpk-force-map,B,17,3,41,2026-09-10T15:07:07.211500+02:00,30.45286666666667,2.0,linear,200.0,-14.24104200690757,-32.0061128953961,13.767672175986373,64
10-09-26/map-data-2026.09.10-15.06.27.770.jpk-force-map,B,17,3,41,2026-09-10T15:07:07.211500+02:00,30.45286666666667,2.0,constant,20.0,729.5323480874367,563.4275699107468,914.2111727984192,63
10-09-26/map-data-2026.09.10-15.06.27.770.jpk-force-map,B,17,3,41,2026-09-10T15:07:07.211500+02:00,30.45286666666667,2.0,constant,50.0,283.92220625079705,229.8032223261861,344.47024473366395,64
10-09-26/map-data-2026.09.10-15.06.27.770.jpk-force-map,B,17,3,41,2026-09-10T15:07:07.211500+02:00,30.45286666666667,2.0,constant,100.0,88.99665744136459,70.47595360324144,104.36079445038658,64
10-09-26/map-data-2026.09.10-15.06.27.770.jpk-force-map,B,17,3,41,2026-09-10T15:07:07.211500+02:00,30.45286666666667,2.0,constant,200.0,10.915384834783247,6.490616295038527,16.904128299916234,64
10-09-26/map-data-2026.09.10-15.07.53.491.jpk-force-map,B,18,3,42,2026-09-10T15:08:09.896000+02:00,31.497608333333336,4.0,linear,20.0,691.9738817901175,561.0475128344613,905.2314871745082,64
10-09-26/map-data-2026.09.10-15.07.53.491.jpk-force-map,B,18,3,42,2026-09-10T15:08:09.896000+02:00,31.497608333333336,4.0,linear,50.0,261.0068367694566,234.25964794195647,338.330572184265,64
10-09-26/map-data-2026.09.10-15.07.53.491.jpk-force-map,B,18,3,42,2026-09-10T15:08:09.896000+02:00,31.497608333333336,4.0,linear,100.0,72.51789603508165,51.12300485932341,108.2854716880708,64
10-09-26/map-data-2026.09.10-15.07.53.491.jpk-force-map,B,18,3,42,2026-09-10T15:08:09.896000+02:00,31.497608333333336,4.0,linear,200.0,2.0495726803743484,-14.431527781787288,24.74446942315449,64
10-09-26/map-data-2026.09.10-15.07.53.491.jpk-force-map,B,18,3,42,2026-09-10T15:08:09.896000+02:00,31.497608333333336,4.0,constant,20.0,707.0241498734101,543.1196363114564,909.8485147629717,64
10-09-26/map-data-2026.09.10-15.07.53.491.jpk-force-map,B,18,3,42,2026-09-10T15:08:09.896000+02:00,31.497608333333336,4.0,constant,50.0,283.191173098412,221.32023699795866,339.4273706642547,64
10-09-26/map-data-2026.09.10-15.07.53.491.jpk-force-map,B,18,3,42,2026-09-10T15:08:09.896000+02:00,31.497608333333336,4.0,constant,100.0,84.66771742767423,70.76585251124678,107.36846444102483,64
10-09-26/map-data-2026.09.10-15.07.53.491.jpk-force-map,B,18,3,42,2026-09-10T15:08:09.896000+02:00,31.497608333333336,4.0,constant,200.0,12.391245159192039,5.289370456349497,21.557957386235362,64
