acquisition_order,block,nominal_speed_um_per_s,point_index,row,column,distance_nm,force_linear_drift_corrected_pN,force_far_constant_referenced_pN
2,1,1.0,31,3,0,50.0,-43.50328793736116,132.4912741054058
2,1,1.0,31,3,0,100.0,-137.40755863300055,26.27910070174528
2,1,1.0,31,3,0,200.0,-105.37047485886266,34.87153357867183
2,1,1.0,32,4,0,20.0,1215.0197727401917,1118.4522123979561
2,1,1.0,32,4,0,50.0,258.22732026412916,165.853161065917
2,1,1.0,32,4,0,100.0,115.9162213125881,29.699174590529644
2,1,1.0,32,4,0,200.0,86.13372585475383,12.689350269919743
2,1,1.0,33,4,1,20.0,750.3057565423305,1009.5339121554332
2,1,1.0,33,4,1,50.0,-69.35235376489275,179.58084938528006
2,1,1.0,33,4,1,100.0,-177.9360033370353,54.04602240655129
2,1,1.0,33,4,1,200.0,-176.38781001137912,21.842389660835394
2,1,1.0,34,4,2,20.0,609.5524094765332,678.9693191298059
2,1,1.0,34,4,2,50.0,48.74403541710052,115.24772862634619
2,1,1.0,34,4,2,100.0,-64.15032234702132,-2.1315519311937217
2,1,1.0,34,4,2,200.0,-76.98886007769723,-24.52949703510354
2,1,1.0,35,4,3,20.0,-243.9493322483935,135.50133822449942
2,1,1.0,35,4,3,50.0,-242.46530905557046,122.20797964595252
2,1,1.0,35,4,3,100.0,-287.0679833367312,53.067798337025295
