source,acquisition_order,block,map_start_time,fixed_pixel_time,nominal_speed_um_per_s,physical_row_zero_based,physical_column_zero_based,point_index_in_archive,distance_nm,force_linear_drift_corrected_pN,force_far_constant_referenced_pN,force_local_map_InvOLS_pN,force_contact_40nm_pN,force_contact_60nm_pN,force_k_only_uncertainty_pN,raw_samples_in_bin
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,275.0,58.468653667755646,54.78803096161949,56.81192862401325,58.42453875343678,58.51465288893471,1.3463176831391104,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,280.0,54.63784567806858,51.0078344234154,53.08966761011849,54.5966211290247,54.68083107606275,1.258108288639737,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,285.0,52.330292323939915,48.72936492303816,50.8474994015634,52.29080883633868,52.37146229348723,1.204973836406511,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,290.0,37.878370220419576,34.3133590617898,36.80507640187348,37.849790785936484,37.90817038547165,0.8721993142859771,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,295.0,23.808421339179446,20.295826573672116,23.133803310368183,23.79045775695958,23.82715221068759,0.5482202282047899,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,300.0,48.01245222165227,44.52001443273961,46.65200646110684,47.976226567679916,48.05022520376405,1.1055498866827824,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,305.0,51.6826376352428,48.233861100990005,50.218196182844686,51.643642806594826,51.72329807345316,1.190060735022038,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,310.0,29.749677402706524,26.344265752599675,28.906712283714867,29.727231110765334,29.773082456611622,0.6850254665096897,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,315.0,35.179244308936845,31.794932512931446,34.182430949803695,35.152701379501345,35.20692098247672,0.8100483886926246,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,320.0,23.300142779926126,19.958714358471507,22.639926960939935,23.28256269661867,23.318473771902234,0.5365164455904042,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,325.0,-8.987752176607342,-12.285825825861945,-8.73308179882597,-8.980970869149104,-8.994823138128426,0.20695481985609013,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,330.0,10.865667075517418,7.611527374679491,10.557785473466705,10.857468871146617,10.874215454720826,0.25019628134415106,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,335.0,5.6660551408776465,2.4265095297690027,5.505505942935466,5.661780071735706,5.670512813618308,0.13046837495441949,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,340.0,21.03089776492694,17.84886332459558,20.434981614410965,21.015029839213774,21.047443466891966,0.484264093271344,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,345.0,30.271385692750556,27.110531919894758,29.41363782889607,30.2485457690927,30.295201191800523,0.6970384863462299,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,350.0,33.438995826302005,30.328874766094504,32.49149287646781,33.41376592372602,33.46530338887664,0.7699768775793224,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,355.0,30.69061519148108,27.595808882286658,29.820988346906955,30.667458956906923,30.714760512225705,0.7066917971722617,5
