before_map,after_map,distance_nm,baseline,before_speed_um_per_s,after_speed_um_per_s,idle_s,paired_pixels,median_paired_change_pN,q25_change_pN,q75_change_pN,positive_pixel_fraction,fixed_pixel_change_pN
27,28,200.0,line,2.0,2.0,13.434,64,-3.1759959756911034,-33.905336166578806,34.828298421967695,0.484375,-79.17099709638683
27,28,20.0,constant,2.0,2.0,13.434,64,2.9578697195083805,-44.79779215427516,49.28757061937074,0.5,-9.854202866266178
27,28,50.0,constant,2.0,2.0,13.434,64,3.7713415743569954,-9.12940536769267,16.552655632541644,0.53125,-16.929318980281067
27,28,100.0,constant,2.0,2.0,13.434,64,2.7470966363815847,-9.369627441501752,16.02704805135864,0.59375,-6.273180655728794
27,28,200.0,constant,2.0,2.0,13.434,64,0.2439480181034881,-11.124266589354445,13.301106671914134,0.515625,-2.0893973145671367
28,29,20.0,line,2.0,4.0,15.959,64,15.75811321381525,-22.441556970001784,85.54050365755205,0.609375,200.05113197849664
28,29,50.0,line,2.0,4.0,15.959,64,14.379063838172243,-22.921219550546333,50.42973222141394,0.578125,58.80408639139324
28,29,100.0,line,2.0,4.0,15.959,64,8.242292754492844,-34.39789637850496,37.245298290587336,0.515625,27.660639546411968
28,29,200.0,line,2.0,4.0,15.959,64,-0.9295793255929716,-39.611402352812235,36.631700034927576,0.484375,24.06976409589297
28,29,20.0,constant,2.0,4.0,15.959,64,32.423167254338864,-12.609562056941968,89.65630628775051,0.65625,154.29013725381492
28,29,50.0,constant,2.0,4.0,15.959,64,18.34951175592022,-0.7221940144850265,28.968702432025403,0.734375,15.09023029165084
28,29,100.0,constant,2.0,4.0,15.959,64,4.278381792965526,-5.490233482593613,20.53335162504274,0.609375,-13.276833469959513
28,29,200.0,constant,2.0,4.0,15.959,64,-0.16101068066075896,-11.064246147782878,12.264093749096748,0.5,-9.981913894149201
29,30,20.0,line,4.0,1.0,24.485,64,-44.08873192395447,-152.77492937604285,54.32688065575526,0.421875,-196.96546915198542
29,30,50.0,line,4.0,1.0,24.485,64,-7.989229630525308,-85.13225877345695,47.32564313863531,0.46875,-56.87693088609076
29,30,100.0,line,4.0,1.0,24.485,64,2.6618925042087564,-61.77129146017528,53.827565644592354,0.515625,-52.66147430226427
29,30,200.0,line,4.0,1.0,24.485,64,6.63547107871042,-51.26405899431853,41.660853474055095,0.515625,-21.454597535883746
29,30,20.0,constant,4.0,1.0,24.485,64,-35.27508920218122,-90.85171081741345,-1.016512434332526,0.25,-153.86871580536354
29,30,50.0,constant,4.0,1.0,24.485,64,-15.60943049582545,-36.59663019749416,3.8000422582349955,0.3125,-16.142599093674704
29,30,100.0,constant,4.0,1.0,24.485,64,-3.8633209523473653,-19.784031488912227,9.624909189741466,0.453125,-14.52575752583391
29,30,200.0,constant,4.0,1.0,24.485,64,-4.308282885675695,-16.41729004964365,12.629329828348958,0.421875,11.003602117210562
30,31,20.0,line,1.0,4.0,23.701,64,-2.476212841102779,-64.44978463477224,87.00372773062128,0.484375,-1.735089212665116
30,31,50.0,line,1.0,4.0,23.701,64,-15.176012069195302,-67.93692615778886,55.58226807810145,0.4375,-27.722264233822358
30,31,100.0,line,1.0,4.0,23.701,64,-15.06368112706097,-55.74821490425902,37.52020634889696,0.421875,-39.00913986998229
30,31,200.0,line,1.0,4.0,23.701,64,-12.675411257397691,-58.553938195779914,43.50009089679242,0.4375,-51.82330157271649
30,31,20.0,constant,1.0,4.0,23.701,64,6.6032463151912,-40.84105756922793,46.416488899401216,0.515625,44.56865437500164
30,31,50.0,constant,1.0,4.0,23.701,64,-6.633365664053272,-29.27329448070369,23.65650360988304,0.421875,17.389153511338094
30,31,100.0,constant,1.0,4.0,23.701,64,-11.953141092583934,-35.67194124390228,11.714041478982715,0.34375,2.807085898503715
30,31,200.0,constant,1.0,4.0,23.701,64,-13.521405077065019,-29.166754299484747,9.20096220582569,0.3125,-16.745484942097406
31,32,20.0,line,4.0,2.0,26.032,64,-28.03571806203479,-141.26009151194845,126.14222795945233,0.484375,85.80472642461291
31,32,50.0,line,4.0,2.0,26.032,64,-20.59009710217306,-120.79891828233819,111.37843083081152,0.4375,50.36322978420738
31,32,100.0,line,4.0,2.0,26.032,64,-19.21315900164892,-105.81533425208013,110.44392691939372,0.46875,59.644866908403834
31,32,200.0,line,4.0,2.0,26.032,64,3.738386340623915,-90.32882266105314,95.62413155722005,0.515625,64.76478365305715
31,32,20.0,constant,4.0,2.0,26.032,64,8.960225671089916,-42.01688140418753,65.93083373409803,0.5625,21.460441396297256
31,32,50.0,constant,4.0,2.0,26.032,64,12.751927426403938,-12.269222768649051,30.3467405910409,0.609375,-11.537456662962825
31,32,100.0,constant,4.0,2.0,26.032,64,9.694532901963655,-7.9307737649371255,34.936620680897164,0.671875,1.7930054612823199
31,32,200.0,constant,4.0,2.0,26.032,64,13.767286221081505,-3.1615650674466735,31.769380953519168,0.734375,16.168166242811623
32,33,20.0,line,2.0,1.0,12.38,64,17.287346214083072,-83.37847814534337,94.33986261276556,0.546875,-33.49023937186689
32,33,50.0,line,2.0,1.0,12.38,64,28.15520841698129,-74.46762175999426,90.13181944051195,0.578125,42.14397123076594
32,33,100.0,line,2.0,1.0,12.38,64,25.737875086027103,-74.96848926879933,88.29295063387468,0.578125,23.010856088839176
32,33,200.0,line,2.0,1.0,12.38,64,8.919923489647589,-52.0670308007454,79.76139839588602,0.578125,3.5251531898951836
32,33,20.0,constant,2.0,1.0,12.38,64,-7.406616028186363,-51.7630942448024,37.54543645578997,0.4375,-65.72004506124699
32,33,50.0,constant,2.0,1.0,12.38,64,-2.7892512530075493,-23.852263787755305,14.895031343882657,0.484375,11.358548977906082
32,33,100.0,constant,2.0,1.0,12.38,64,0.04087625916893245,-12.93195757166642,12.662816557827746,0.515625,-6.020252955975579
32,33,200.0,constant,2.0,1.0,12.38,64,5.31852825052416,-7.790372700835508,14.780384505619608,0.578125,-21.34807065789647
33,34,20.0,line,1.0,1.0,8.582,64,10.557808069672888,-97.18195641959349,72.97536066766968,0.515625,-77.80580707697459
33,34,50.0,line,1.0,1.0,8.582,64,9.533918161520852,-81.81440039001019,87.63920732476733,0.515625,-115.24950001589629
33,34,100.0,line,1.0,1.0,8.582,64,3.897978660983613,-82.37468325630235,89.40024667422294,0.5,-106.48797980592238
33,34,200.0,line,1.0,1.0,8.582,64,-1.9282414574379176,-80.66296369799667,70.72778247666949,0.484375,-79.48323468858955
33,34,20.0,constant,1.0,1.0,8.582,64,5.004395290096454,-52.30661442010722,59.119074845915236,0.53125,36.70170494455601
33,34,50.0,constant,1.0,1.0,8.582,64,-4.5802612294798735,-21.13511501325842,31.234279229758215,0.453125,-5.90520078486071
33,34,100.0,constant,1.0,1.0,8.582,64,6.347917797776965,-21.60866850238971,20.553727395726828,0.546875,-4.950049508456715
33,34,200.0,constant,1.0,1.0,8.582,64,3.4706157774985726,-21.29832384515569,18.966007434341,0.546875,7.103302336963267
34,35,20.0,line,1.0,2.0,18.482,64,7.6658920596393045,-66.20720255205077,95.0798686682075,0.546875,-99.89495348782975
34,35,50.0,line,1.0,2.0,18.482,64,12.746155865009335,-78.43052018053805,70.83773574775046,0.53125,-67.87762977771078
34,35,100.0,line,1.0,2.0,18.482,64,13.788009197882266,-73.95828656897265,64.11816812762774,0.5625,-42.69650929448704
34,35,200.0,line,1.0,2.0,18.482,64,11.597895814993457,-63.29450526460772,49.19010380582711,0.53125,-41.86561483194451
34,35,20.0,constant,1.0,2.0,18.482,64,-4.4737210482596765,-36.16200425189612,42.25863127105481,0.453125,-35.95576777876886
34,35,50.0,constant,1.0,2.0,18.482,64,1.3295229345553707,-17.982233422681993,16.318186167288374,0.5625,-6.78402476725762
34,35,100.0,constant,1.0,2.0,18.482,64,-4.097572161450074,-23.62650897882354,19.30767184926686,0.453125,14.816973590392095
34,35,200.0,constant,1.0,2.0,18.482,64,-8.870241777908042,-22.293946047876105,5.521257035509084,0.296875,5.974356805331908
35,36,20.0,line,2.0,4.0,11.519,64,22.258643552374338,-25.752250987895877,93.42642879253839,0.578125,360.61607288958
35,36,50.0,line,2.0,4.0,11.519,64,22.37614774470613,-22.028602115089914,72.03132909567886,0.6875,228.13962545099392
35,36,100.0,line,2.0,4.0,11.519,64,15.51162247878987,-29.01014516172458,58.445275132191895,0.640625,182.12442341810157
35,36,200.0,line,2.0,4.0,11.519,64,13.88766057729043,-28.634014411383898,48.020093230178965,0.609375,143.45722891951567
35,36,20.0,constant,2.0,4.0,11.519,64,13.551430887575634,-33.82175267101434,74.54746186435028,0.59375,152.00667904141142
35,36,50.0,constant,2.0,4.0,11.519,64,8.22972233313358,-4.704355441142361,24.341656437570975,0.640625,28.918815311757953
35,36,100.0,constant,2.0,4.0,11.519,64,5.376646745636506,-7.033616265841907,18.84503116769423,0.578125,-3.3612694457658847
35,36,200.0,constant,2.0,4.0,11.519,64,0.48147306947317503,-13.575688499807214,17.74095124756685,0.515625,-13.568049534516462
