source,timestamp,acquisition_order,block,nominal_speed_um_per_s,baseline_method,distance_nm,force_median_pN,force_q25_pN,force_q75_pN,pixel_count
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,450.0,-4.511539041663569,-49.23519529405074,29.54663600270726,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,455.0,-11.318293097052111,-47.22721481713388,29.194810427597144,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,460.0,-8.11059834822617,-46.00499360598205,37.71467081204893,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,465.0,-4.0848664884838835,-47.722430343903824,41.742413201227535,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,470.0,-5.554511269648744,-43.5362263647632,38.04527225638546,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,475.0,-0.2857921005314107,-44.27066450273171,34.246380844350874,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,480.0,2.805154186934383,-39.61186012298136,40.662399439897875,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,485.0,2.2938012511391217,-41.074824577444296,40.04852618509517,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,490.0,7.643379802043954,-43.276320612417834,35.853310346736656,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,495.0,7.857784159946566,-39.5554632340696,36.39392973274527,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,500.0,-0.902482565960501,-31.293862878686163,33.65075051586933,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,5.0,-4003.5771567227357,-4604.868737498985,-1402.3538897397932,33
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,10.0,-2685.7833077306805,-3555.4991491449473,-1729.4001624291664,23
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,15.0,-1132.3549421505625,-1631.3014743684207,-457.151851165286,29
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,20.0,-385.2939442620354,-808.6023106795382,160.0014642175405,41
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,25.0,713.1358229813106,650.6289449775369,786.6923239707388,61
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,30.0,568.2501873840072,509.7451918091222,599.4098074203432,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,35.0,401.9129965337035,368.39968657346554,437.4568993654977,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,40.0,308.7158739364072,268.63185341722146,337.8544108334898,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,45.0,228.22088518359595,197.3984709008099,261.3880720675368,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,50.0,186.24483326940233,155.11581586340452,212.98110265921875,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,55.0,147.02223859942185,125.07951346794775,181.94989518839608,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,60.0,125.31002314302776,98.31513580380374,162.13228343165605,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,65.0,109.99371065821893,85.95080012241917,146.07906023188437,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,70.0,101.33483437298966,74.71157490030296,136.76510369865264,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,75.0,91.16525136829003,67.82097877237403,124.50417466374981,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,far_constant_referenced,80.0,85.05043113996078,60.7777280564308,123.57894006977655,64
