speed_um_per_s,candidate_start_nm,candidate_stop_nm,candidate_start_time_s,candidate_stop_time_s,training_blocks,validation_blocks,training_map_median_score_V,validation_map_median_score_V,training_map_median_drift_V,validation_map_median_drift_V,training_map_median_pre_guard_mismatch_V,validation_map_median_pre_guard_mismatch_V,training_map_median_post_guard_mismatch_V,validation_map_median_post_guard_mismatch_V,training_map_median_roughness_V,validation_map_median_roughness_V,selected_from_training,within_1pct_contiguous_training_minimum,fixed_100_220nm_reference
0.9,110.0,230.0,0.12222222222222222,0.25555555555555554,1+3,2+4,0.016185727891140575,0.015485139284178617,0.00822373822223901,0.008359354632261277,0.005552767786300693,0.0055760035010153225,0.008074220361053888,0.007460510348657481,0.0030095729233800012,0.0030788149360712613,False,False,False
0.9,115.0,235.0,0.12777777777777777,0.2611111111111111,1+3,2+4,0.016547203860880513,0.016083665257599095,0.008398834489363394,0.00908894738350275,0.006030666367191573,0.005797756137727844,0.008122476880175783,0.007704794745532005,0.0030130527184771463,0.0031179478565593263,False,False,False
0.9,120.0,240.0,0.13333333333333333,0.26666666666666666,1+3,2+4,0.016631282975933637,0.016591953469618573,0.008547532634580508,0.00885717982002153,0.0062607569544939345,0.005717227560858906,0.008305771697507042,0.007831248969781976,0.0030676211896048643,0.003113937575216587,False,False,False
0.9,125.0,245.0,0.1388888888888889,0.2722222222222222,1+3,2+4,0.017154417502559693,0.01654109214483601,0.008987641196927259,0.008905893822694688,0.006395267547512795,0.006141132306115973,0.008565957819369738,0.008445487730264732,0.0029870477682237048,0.003044057310397655,False,False,False
0.9,130.0,250.0,0.14444444444444443,0.2777777777777778,1+3,2+4,0.017579823496081365,0.01771670893627348,0.00941282905144551,0.009413242385748241,0.006750690203363635,0.006615644257252917,0.00918616993840917,0.008869168948224329,0.003057204748017423,0.0030686501799633142,False,False,False
0.9,135.0,255.0,0.15,0.2833333333333333,1+3,2+4,0.018742392272615854,0.01832489664247461,0.009558334893128531,0.009607389575041814,0.006395329773618966,0.006718443870375519,0.009600077486123418,0.00904217594776293,0.0030327175585426747,0.003076207001723716,False,False,False
0.9,140.0,260.0,0.15555555555555556,0.28888888888888886,1+3,2+4,0.019464918884492564,0.018631537681252,0.009720803779922238,0.0101092872702509,0.006785580276782693,0.006791175411856545,0.010273763035875502,0.009448583685344798,0.002975832468580927,0.0030738326759981102,False,False,False
0.9,145.0,265.0,0.16111111111111112,0.29444444444444445,1+3,2+4,0.02006411561362138,0.01946679783479226,0.010026306498115797,0.010469860092371913,0.006865364921433095,0.00686294957514591,0.01041513622979473,0.009666126152384873,0.003050635896053812,0.0030602938048838596,False,False,False
0.9,150.0,270.0,0.16666666666666666,0.3,1+3,2+4,0.020619374802078323,0.020184662007923404,0.011003732272440836,0.010693048448740056,0.006835544711320307,0.006834978071359507,0.01098946267911928,0.010469213149447328,0.00300959447655642,0.0030754679363514253,False,False,False
0.9,155.0,275.0,0.17222222222222222,0.3055555555555556,1+3,2+4,0.021699453315057602,0.02096364073425782,0.011876744378834361,0.010600613827687039,0.006648466268630762,0.0074526368342563085,0.011877014488803416,0.011152681407873531,0.003037701904407022,0.003041601638812591,False,False,False
