speed_um_per_s,scanner_travel_bin_center_nm,curve_count,endpoint_delta_V_q25,endpoint_delta_V_median,endpoint_delta_V_q75,dynamic_baseline_delta_V_q25,dynamic_baseline_delta_V_median,dynamic_baseline_delta_V_q75,dynamic_baseline_delta_nN_prior_D3_scale_median
2.7,322.5,512,0.5938251547250272,0.7443627481362882,0.7948173116396048,0.038092932447583105,0.04286090805965631,0.048014451921130644,0.9354640133640578
2.7,327.5,512,0.5975737241895759,0.7471443204352153,0.7997927421368867,0.04124517627468227,0.04660388273676318,0.05203706237603294,1.0171565922635284
2.7,332.5,512,0.6046517567362262,0.7498456843262327,0.8026401357508272,0.04419709306059547,0.04976434875303695,0.0558957824773932,1.0861355840191196
2.7,337.5,512,0.6056491000789919,0.755712966491896,0.8072911255881073,0.04682128336999714,0.05319924927894999,0.05925491872132305,1.1611042670671914
2.7,342.5,512,0.6087963310544126,0.7578674651137788,0.8115463267987775,0.05078082158277611,0.05719667936641315,0.06384922648565797,1.248350481906031
2.7,347.5,512,0.6115234030180599,0.7613371858391036,0.8163525961479856,0.054289662713841225,0.061727830066446554,0.06833037381638313,1.3472454566254395
2.7,352.5,512,0.6152959277953105,0.7640399054944449,0.8204740918810665,0.057571414711237265,0.06567776112464965,0.07302893499035357,1.4334549777833925
2.7,357.5,512,0.619153135698002,0.7704036629932868,0.8257227742443395,0.06222471421471337,0.07016638671233083,0.07806617234972404,1.5314218174242253
2.7,362.5,512,0.6241710961744824,0.7720181544277207,0.8322494973959286,0.06661042477548874,0.07525231339251104,0.08341559773593048,1.6424250975529309
2.7,367.5,512,0.6296386044616888,0.7789403102308765,0.839010526518971,0.07149889863484893,0.08050198442084477,0.08952103902478088,1.757002192423876
2.7,372.5,512,0.6361112388741416,0.7849238126859381,0.8457423775079789,0.07612430415644741,0.0867545358724943,0.09605724348820628,1.8934677303584504
2.7,377.5,512,0.6419801097174866,0.7909780651807772,0.8555286083883651,0.08107975346865548,0.09312890170572034,0.10396761521154332,2.032591937356135
2.7,382.5,512,0.6457115019956878,0.7986931122856504,0.8614804360172457,0.08672449352561168,0.09930519245706512,0.11163944541662757,2.1673930415677995
2.7,387.5,512,0.6513868489536963,0.8060041277168268,0.8699421206119625,0.09309455011408008,0.10643883219889408,0.1195326058856929,2.3230888390879176
2.7,392.5,512,0.6611265896325318,0.809863997089175,0.8828156987052298,0.09894920628994025,0.11429942025626993,0.12845269873243778,2.494650702437142
2.7,397.5,512,0.6715520188945974,0.8172097117438695,0.8952521387505459,0.10617756528952338,0.12287209745220623,0.13965143023990462,2.6817543215164013
2.7,402.5,512,0.6794860991120029,0.8224852020870339,0.9071513074712921,0.11391142831741656,0.13220969966055163,0.15149461215146132,2.8855528697146338
2.7,407.5,512,0.6884723525624739,0.8318692089794881,0.9216374538994447,0.12226204313663704,0.14312222723352316,0.16438222205784536,3.1237250714129603
2.7,412.5,512,0.699961739083,0.8450621015530868,0.9353089966340543,0.1310844889699527,0.15380303034936632,0.17810323906604475,3.3568397533229004
2.7,417.5,512,0.7112389978506152,0.8559928728470072,0.9518372425642927,0.14137115679639717,0.16701744967936832,0.19219878214467784,3.6452520688882553
2.7,422.5,512,0.7271516697663281,0.8694840349623172,0.9744909450363799,0.15312212796183017,0.1816097288150884,0.21064661723640593,3.9637369685882264
2.7,427.5,512,0.7438729097909212,0.8851229933569054,0.9982642641068877,0.16635065141237984,0.1984067240832359,0.23254794142581872,4.330341068159054
2.7,432.5,512,0.7640624271732822,0.9037059599121864,1.020845809325356,0.17962461869252774,0.2162434835169377,0.2553744405801582,4.719638619718994
2.7,437.5,512,0.7827303702553088,0.919434337568919,1.0471356946569423,0.1968394375814934,0.23658579971014687,0.2795890498137657,5.1636213911697
2.7,442.5,512,0.8058366338112386,0.9400441231194632,1.0757506789544597,0.21691764671289,0.2607215681196523,0.3106420425206081,5.690398442896085
2.7,447.5,512,0.8302799820394077,0.9643607880339746,1.1083600091494201,0.23574869658620623,0.28668717061610877,0.34805117889290416,6.2571126778568305
2.7,452.5,512,0.8568092717115674,0.9908934838032737,1.1511849164518075,0.26072174541190984,0.3173403247849648,0.38552837880582536,6.926135428871667
2.7,457.5,510,0.8869472368279971,1.0394336218690137,1.1973097673277584,0.29490947729027495,0.35676592767520204,0.43175174786069115,7.786621927609993
2.7,462.5,508,0.9226524555510771,1.0901425100731006,1.2537011449344155,0.3322753557422202,0.40379984077854175,0.485688593419606,8.81316418039257
2.7,467.5,498,0.9559112552591795,1.1376216812097932,1.2956442492154832,0.3766091710298415,0.45616448014937916,0.5383989923229859,9.956052605342052
2.7,472.5,484,0.9957404928275092,1.188370166075293,1.3490977877367514,0.42481297803482965,0.5075734530680209,0.6013292754927592,11.078083059350645
2.7,477.5,464,1.053559629319629,1.233650808926984,1.4135607666458947,0.4849630724805499,0.570322606124166,0.6627238287921323,12.44761947867698
2.7,482.5,435,1.1194998177488575,1.2796971735633478,1.460716138155768,0.5486541188138905,0.6257945613782112,0.7370153356475022,13.658326863104634
2.7,487.5,411,1.1938943119385639,1.3477279644847857,1.5073111646228115,0.626397462124998,0.6957643928552304,0.7924980549750126,15.185458749269904
