metric,metric_label,unit,block,speed_um_per_s,early_order,late_order,early_elapsed_midpoint_min,late_elapsed_midpoint_min,pair_time_gap_min,pair_centre_elapsed_min,pair_centre_offset_from_block_median_min,early_value,late_value,later_minus_earlier,palindrome_pair_mean
retract_minimum_travel_nm,Travel position of retract minimum,nm,2,0.3,9,16,20.990547233333334,40.7520889,19.761541666666663,30.871318066666667,0.12238056666666708,341.2989903660457,348.57324442645256,7.274254060406861,344.93611739624913
retract_minimum_travel_nm,Travel position of retract minimum,nm,2,0.9,10,15,22.926225,38.64136666666666,15.715141666666664,30.78379583333333,0.03485833333332877,344.50486362920844,351.5438168671725,7.038953237964051,348.02434024819047
retract_minimum_travel_nm,Travel position of retract minimum,nm,2,2.7,11,14,24.039575,37.299324999999996,13.259749999999997,30.669449999999998,-0.0794875000000026,345.28240664581756,353.8246260526686,8.542219406851018,349.55351634924307
retract_minimum_travel_nm,Travel position of retract minimum,nm,3,0.1,19,22,48.06350833333333,59.69199166666667,11.628483333333335,53.87775,0.22477776666666927,327.3310265738063,338.158015883819,10.82698931001272,332.7445212288127
retract_minimum_travel_nm,Travel position of retract minimum,nm,3,0.3,20,21,52.387655566666666,54.9182889,2.530633333333334,53.65297223333333,0.0,332.06512707544607,333.62815164061846,1.563024565172384,332.84663935803223
retract_minimum_travel_nm,Travel position of retract minimum,nm,3,0.9,17,24,42.610533333333336,64.25286666666666,21.642333333333326,53.4317,-0.22127223333333035,352.58607259667383,347.46610131376497,-5.119971282908864,350.0260869552194
retract_minimum_travel_nm,Travel position of retract minimum,nm,3,2.7,18,23,44.09054166666667,63.11739166666667,19.026850000000003,53.603966666666665,-0.04900556666666489,344.37110534967564,344.3475348054251,-0.023570544250560488,344.35932007755036
retract_minimum_travel_nm,Travel position of retract minimum,nm,4,0.1,26,31,69.52426666666666,83.832825,14.308558333333337,76.67854583333333,0.3084374999999966,350.54522021395246,354.4882599690586,3.943039755106156,352.51674009150554
retract_minimum_travel_nm,Travel position of retract minimum,nm,4,0.3,27,30,73.78829723333334,79.42069723333334,5.632400000000004,76.60449723333335,0.23438890000001322,351.8869574886719,354.1476838410105,2.2607263523386223,353.01732066484124
retract_minimum_travel_nm,Travel position of retract minimum,nm,4,0.9,28,29,75.67360833333333,77.06660833333333,1.3930000000000007,76.37010833333333,0.0,353.2896157300338,353.73382018900605,0.44420445897225136,353.51171795951996
retract_minimum_travel_nm,Travel position of retract minimum,nm,4,2.7,25,32,65.53098333333334,87.16833333333334,21.637349999999998,76.34965833333334,-0.02044999999999675,346.6239102666899,354.2788719282171,7.654961661527182,350.4513910974535
