scanner_travel_bin_center_nm,finite_map_count,global_rho_speed,global_rho_elapsed_time,same_speed_0.1_rho_time,same_speed_0.3_rho_time,same_speed_0.9_rho_time,same_speed_2.7_rho_time,same_speed_rho_time_median,same_speed_rho_time_min,same_speed_rho_time_max,block_1_pair_mean_rho_speed,block_1_pair_mean_2p7_minus_0p1_V,block_2_pair_mean_rho_speed,block_2_pair_mean_2p7_minus_0p1_V,block_3_pair_mean_rho_speed,block_3_pair_mean_2p7_minus_0p1_V,block_4_pair_mean_rho_speed,block_4_pair_mean_2p7_minus_0p1_V,block_pair_mean_rho_speed_median,block_pair_mean_rho_speed_min,block_pair_mean_rho_speed_max,block_pair_mean_2p7_minus_0p1_V_median,block_pair_mean_2p7_minus_0p1_V_min,block_pair_mean_2p7_minus_0p1_V_max
297.5,32,0.9687189593929655,-0.1510263929618768,0.2380952380952381,-0.6904761904761906,-0.9761904761904763,-0.9523809523809524,-0.8214285714285715,-0.9761904761904763,0.2380952380952381,1.0,0.02789937434329816,1.0,0.026905252157512646,1.0,0.02499287774801568,1.0,0.023408907001928124,1.0,1.0,1.0,0.025949064952764164,0.023408907001928124,0.02789937434329816
302.5,32,0.9687189593929655,-0.14002932551319647,0.261904761904762,-0.7857142857142858,-0.9047619047619048,-0.7619047619047621,-0.773809523809524,-0.9047619047619048,0.261904761904762,1.0,0.030263463700647385,1.0,0.02818573332161113,1.0,0.026467703903946153,1.0,0.025813341819755357,1.0,1.0,1.0,0.02732671861277864,0.025813341819755357,0.030263463700647385
307.5,32,0.9687189593929655,-0.156891495601173,0.2380952380952381,-0.8571428571428572,-0.880952380952381,-0.9761904761904763,-0.8690476190476191,-0.9761904761904763,0.2380952380952381,1.0,0.03177595020843154,1.0,0.03058183818438151,1.0,0.027464795561232186,1.0,0.02708583440330114,1.0,1.0,1.0,0.029023316872806848,0.02708583440330114,0.03177595020843154
312.5,32,0.9687189593929655,-0.1638563049853372,0.09523809523809526,-0.8571428571428572,-0.9523809523809524,-0.9047619047619048,-0.8809523809523809,-0.9523809523809524,0.09523809523809526,1.0,0.03342231253342548,1.0,0.03213275678678797,1.0,0.030679406633006407,1.0,0.02889198085409636,1.0,1.0,1.0,0.031406081709897185,0.02889198085409636,0.03342231253342548
317.5,32,0.9687189593929655,-0.15872434017595305,0.28571428571428575,-0.8333333333333335,-0.9761904761904763,-0.9523809523809524,-0.892857142857143,-0.9761904761904763,0.28571428571428575,1.0,0.035905143206551145,1.0,0.03478520748206643,1.0,0.03346730861316485,1.0,0.03141192123018112,1.0,1.0,1.0,0.03412625804761564,0.03141192123018112,0.035905143206551145
322.5,32,0.9687189593929655,-0.1722873900293255,0.14285714285714288,-0.9047619047619048,-0.9761904761904763,-0.9761904761904763,-0.9404761904761905,-0.9761904761904763,0.14285714285714288,1.0,0.03892438863930006,1.0,0.037062030113858585,1.0,0.03578762416445711,1.0,0.03333556864621271,1.0,1.0,1.0,0.036424827139157845,0.03333556864621271,0.03892438863930006
327.5,32,0.9687189593929655,-0.1638563049853372,0.1666666666666667,-0.7857142857142858,-0.9761904761904763,-0.9761904761904763,-0.880952380952381,-0.9761904761904763,0.1666666666666667,1.0,0.0421693500598008,1.0,0.03980403495245034,1.0,0.03678977317030205,1.0,0.03592812584525866,1.0,1.0,1.0,0.038296904061376195,0.03592812584525866,0.0421693500598008
332.5,32,0.9687189593929655,-0.16165689149560114,0.04761904761904763,-0.7619047619047621,-0.9523809523809524,-0.9047619047619048,-0.8333333333333335,-0.9523809523809524,0.04761904761904763,1.0,0.0440348636921655,1.0,0.042556331085153554,1.0,0.0404510501845347,1.0,0.0382365454336911,1.0,1.0,1.0,0.04150369063484413,0.0382365454336911,0.0440348636921655
337.5,32,0.9687189593929655,-0.16495601173020527,0.19047619047619052,-0.9047619047619048,-0.9047619047619048,-0.9761904761904763,-0.9047619047619048,-0.9761904761904763,0.19047619047619052,1.0,0.04641663708314029,1.0,0.04479545651611298,1.0,0.04354458941642373,1.0,0.040374935489618735,1.0,1.0,1.0,0.04417002296626836,0.040374935489618735,0.04641663708314029
342.5,32,0.9687189593929655,-0.1726539589442815,0.1666666666666667,-0.9761904761904763,-1.0,-0.9523809523809524,-0.9642857142857144,-1.0,0.1666666666666667,1.0,0.0501630289816063,1.0,0.0472884894895895,1.0,0.04539470365186398,1.0,0.04278328742344541,1.0,1.0,1.0,0.04634159657072674,0.04278328742344541,0.0501630289816063
347.5,32,0.9687189593929655,-0.1730205278592375,0.14285714285714288,-0.9285714285714287,-0.9523809523809524,-0.9761904761904763,-0.9404761904761906,-0.9761904761904763,0.14285714285714288,1.0,0.051438583506732125,1.0,0.0508001798115254,1.0,0.04829349602947015,1.0,0.046029407153363094,1.0,1.0,1.0,0.04954683792049777,0.046029407153363094,0.051438583506732125
352.5,32,0.9687189593929655,-0.15322580645161288,0.09523809523809526,-0.5952380952380953,-0.9523809523809524,-0.9761904761904763,-0.773809523809524,-0.9761904761904763,0.09523809523809526,1.0,0.05321724687652937,1.0,0.054180485446287965,1.0,0.05072604800884052,1.0,0.04823896579784886,1.0,1.0,1.0,0.05197164744268495,0.04823896579784886,0.054180485446287965
357.5,32,0.9687189593929655,-0.1821847507331378,-0.04761904761904763,-0.9285714285714287,-0.9761904761904763,-0.9761904761904763,-0.9523809523809526,-0.9761904761904763,-0.04761904761904763,1.0,0.056216535458435454,1.0,0.056160545172927276,1.0,0.05209098008028551,1.0,0.05026527446951565,1.0,1.0,1.0,0.05412576262660639,0.05026527446951565,0.056216535458435454
362.5,32,0.9687189593929655,-0.16092375366568912,0.19047619047619052,-0.8333333333333335,-0.9761904761904763,-0.9523809523809524,-0.892857142857143,-0.9761904761904763,0.19047619047619052,1.0,0.05994006430355997,1.0,0.058789869309900794,1.0,0.05517727883542269,1.0,0.053214643809028114,1.0,1.0,1.0,0.05698357407266175,0.053214643809028114,0.05994006430355997
367.5,32,0.9687189593929655,-0.1983137829912023,-0.30952380952380953,-0.9523809523809524,-0.9523809523809524,-0.9761904761904763,-0.9523809523809524,-0.9761904761904763,-0.30952380952380953,1.0,0.06236209972336204,1.0,0.060601433951144035,1.0,0.05855050598988895,1.0,0.057394395692196565,1.0,1.0,1.0,0.05957596997051649,0.057394395692196565,0.06236209972336204
372.5,32,0.9687189593929655,-0.2071114369501466,-0.4285714285714286,-0.9523809523809524,-0.9047619047619048,-0.9761904761904763,-0.9285714285714286,-0.9761904761904763,-0.4285714285714286,1.0,0.06469695671610394,1.0,0.06365676079175753,1.0,0.06063157224442499,1.0,0.05919281359108378,1.0,1.0,1.0,0.06214416651809126,0.05919281359108378,0.06469695671610394
377.5,32,0.9687189593929655,-0.2071114369501466,-0.6428571428571429,-0.7142857142857144,-0.9285714285714287,-0.9761904761904763,-0.8214285714285716,-0.9761904761904763,-0.6428571428571429,1.0,0.06671600891995279,1.0,0.06674266880866411,1.0,0.06296508737811851,1.0,0.06291178845860859,1.0,1.0,1.0,0.06484054814903564,0.06291178845860859,0.06674266880866411
382.5,32,0.9687189593929655,-0.2261730205278592,-0.7619047619047621,-0.9047619047619048,-0.9285714285714287,-1.0,-0.9166666666666667,-1.0,-0.7619047619047621,1.0,0.06823897583358986,1.0,0.06947159086916521,1.0,0.06533388923320377,1.0,0.06359997164819403,1.0,1.0,1.0,0.0667864325333968,0.06359997164819403,0.06947159086916521
387.5,32,0.9687189593929655,-0.20234604105571843,-0.3333333333333334,-0.9523809523809524,-0.9761904761904763,-1.0,-0.9642857142857144,-1.0,-0.3333333333333334,1.0,0.06985402417429207,1.0,0.07195583640403361,1.0,0.06656275540660864,1.0,0.06412043636199843,1.0,1.0,1.0,0.06820838979045035,0.06412043636199843,0.07195583640403361
392.5,32,0.9687189593929655,-0.22507331378299117,-0.7619047619047621,-0.9761904761904763,-0.9761904761904763,-0.9523809523809524,-0.9642857142857144,-0.9761904761904763,-0.7619047619047621,1.0,0.07246402623623166,1.0,0.07333287440799256,1.0,0.06906205965916096,1.0,0.06852343187500348,1.0,1.0,1.0,0.07076304294769631,0.06852343187500348,0.07333287440799256
397.5,32,0.9687189593929655,-0.21407624633431083,-0.6904761904761906,-1.0,-0.9285714285714287,-0.8333333333333335,-0.8809523809523812,-1.0,-0.6904761904761906,1.0,0.07278174856256295,1.0,0.07364412452402225,1.0,0.07290850905049728,1.0,0.07367539401143366,1.0,1.0,1.0,0.07327631678725977,0.07278174856256295,0.07367539401143366
402.5,32,0.9687189593929655,-0.20417888563049855,-0.6904761904761906,-0.9285714285714287,-0.9047619047619048,-0.7619047619047621,-0.8333333333333335,-0.9285714285714287,-0.6904761904761906,1.0,0.07322014642843896,1.0,0.07025419713414491,1.0,0.07242890081603123,1.0,0.07163806888555829,1.0,1.0,1.0,0.07203348485079476,0.07025419713414491,0.07322014642843896
407.5,32,0.9687189593929655,-0.15652492668621698,-0.023809523809523815,-0.6666666666666669,-0.9285714285714287,-0.8333333333333335,-0.7500000000000002,-0.9285714285714287,-0.023809523809523815,1.0,0.07487731176166865,1.0,0.0733094481910089,1.0,0.06885227424984305,1.0,0.06899350943390675,1.0,1.0,1.0,0.07115147881245783,0.06885227424984305,0.07487731176166865
412.5,32,0.9384464919119354,-0.1722873900293255,0.5476190476190477,-0.4523809523809524,-0.880952380952381,-0.8095238095238096,-0.630952380952381,-0.880952380952381,0.5476190476190477,1.0,0.06790209690499846,1.0,0.0704224634777654,1.0,0.060893387716898784,1.0,0.06040361681211617,1.0,1.0,1.0,0.06439774231094862,0.06040361681211617,0.0704224634777654
417.5,32,0.8294656089802266,-0.09970674486803517,0.5714285714285715,0.4761904761904762,-0.9285714285714287,-0.8333333333333335,-0.17857142857142863,-0.9285714285714287,0.5714285714285715,0.7999999999999999,0.05940010717510148,0.7999999999999999,0.06155928770311497,0.7999999999999999,0.04655878584377904,1.0,0.029657797889904025,0.7999999999999999,0.7999999999999999,1.0,0.05297944650944026,0.029657797889904025,0.06155928770311497
422.5,32,0.26034322033685947,0.07954545454545453,0.6428571428571429,0.4285714285714286,-0.880952380952381,-0.9047619047619048,-0.22619047619047622,-0.9047619047619048,0.6428571428571429,0.7999999999999999,0.027237260763495447,0.39999999999999997,0.029305858853101024,0.19999999999999998,0.003266351209943924,-0.7999999999999999,-0.022381560247050264,0.3,-0.7999999999999999,0.7999999999999999,0.015251805986719685,-0.022381560247050264,0.029305858853101024
427.5,32,-0.8657925699574629,0.15652492668621698,0.8095238095238096,0.9047619047619048,-0.5714285714285715,-0.523809523809524,0.14285714285714285,-0.5714285714285715,0.9047619047619048,-0.7999999999999999,-0.04303309569085875,-1.0,-0.030921580209118893,-1.0,-0.06583709332900989,-1.0,-0.09234153496980566,-1.0,-1.0,-0.7999999999999999,-0.05443509450993432,-0.09234153496980566,-0.030921580209118893
432.5,32,-0.9414737386600383,0.13929618768328444,0.6904761904761906,0.880952380952381,0.2380952380952381,-0.28571428571428575,0.46428571428571436,-0.28571428571428575,0.880952380952381,-1.0,-0.11550552975168785,-1.0,-0.10567120469626673,-1.0,-0.1382814130093507,-1.0,-0.16924074743092996,-1.0,-1.0,-1.0,-0.12689347138051926,-0.16924074743092996,-0.10567120469626673
437.5,32,-0.9475282321562443,0.18475073313782991,0.7142857142857144,0.9523809523809524,0.6428571428571429,-0.023809523809523815,0.6785714285714286,-0.023809523809523815,0.9523809523809524,-1.0,-0.1862186830057003,-1.0,-0.17267298092507624,-1.0,-0.2010596878831661,-1.0,-0.2393950024859881,-1.0,-1.0,-1.0,-0.1936391854444332,-0.2393950024859881,-0.17267298092507624
442.5,32,-0.9384464919119354,0.22763929618768325,0.8333333333333335,0.9523809523809524,0.8095238095238096,0.09523809523809526,0.8214285714285716,0.09523809523809526,0.9523809523809524,-1.0,-0.24865832132415006,-1.0,-0.2406501843925452,-1.0,-0.2663940512862512,-1.0,-0.30935026818732636,-1.0,-1.0,-1.0,-0.25752618630520063,-0.30935026818732636,-0.2406501843925452
447.5,32,-0.9475282321562443,0.2283724340175953,0.8333333333333335,0.9761904761904763,0.880952380952381,0.2380952380952381,0.8571428571428572,0.2380952380952381,0.9761904761904763,-1.0,-0.3189622103494404,-1.0,-0.3107860566739032,-1.0,-0.339406003764109,-1.0,-0.3710387977747197,-1.0,-1.0,-1.0,-0.3291841070567747,-0.3710387977747197,-0.3107860566739032
452.5,32,-0.9535827256524503,0.22910557184750727,0.9047619047619048,0.9523809523809524,0.880952380952381,0.3571428571428572,0.8928571428571429,0.3571428571428572,0.9523809523809524,-1.0,-0.3866762842959372,-1.0,-0.3766780355143134,-1.0,-0.4056617960510051,-1.0,-0.4360408772473746,-1.0,-1.0,-1.0,-0.39616904017347115,-0.4360408772473746,-0.3766780355143134
457.5,32,-0.9535827256524503,0.2602639296187683,0.9047619047619048,1.0,0.9761904761904763,0.7142857142857144,0.9404761904761905,0.7142857142857144,1.0,-1.0,-0.450066869616209,-1.0,-0.44185278095963465,-1.0,-0.4623408098354944,-1.0,-0.48259722619168993,-1.0,-1.0,-1.0,-0.4562038397258517,-0.48259722619168993,-0.44185278095963465
462.5,32,-0.9535827256524503,0.2598973607038123,0.9523809523809524,0.9761904761904763,0.9761904761904763,0.6666666666666669,0.9642857142857144,0.6666666666666669,0.9761904761904763,-1.0,-0.5115801857845351,-1.0,-0.4888158487720625,-1.0,-0.5060209589979441,-1.0,-0.5341293873330895,-1.0,-1.0,-1.0,-0.5088005723912397,-0.5341293873330895,-0.4888158487720625
467.5,32,-0.9566099724005535,0.2598973607038123,0.9523809523809524,0.9761904761904763,1.0,0.7619047619047621,0.9642857142857144,0.7619047619047621,1.0,-1.0,-0.5690876897655596,-1.0,-0.5358545619763713,-1.0,-0.5553252837059848,-1.0,-0.5724940893443364,-1.0,-1.0,-1.0,-0.5622064867357721,-0.5724940893443364,-0.5358545619763713
472.5,32,-0.9626644658967595,0.2349706744868035,0.9047619047619048,0.9047619047619048,0.8333333333333335,0.8571428571428572,0.8809523809523809,0.8333333333333335,0.9047619047619048,-1.0,-0.6043865497671522,-1.0,-0.5787551111943212,-1.0,-0.5871109564827757,-1.0,-0.5848484611511967,-1.0,-1.0,-1.0,-0.5859797088169862,-0.6043865497671522,-0.5787551111943212
477.5,32,-0.9566099724005535,0.2525659824046921,0.7380952380952381,0.9047619047619048,0.8571428571428572,0.9523809523809524,0.8809523809523809,0.7380952380952381,0.9523809523809524,-1.0,-0.6389105403988384,-1.0,-0.6216771746539262,-1.0,-0.6250651483526504,-1.0,-0.5980383237653482,-1.0,-1.0,-1.0,-0.6233711615032883,-0.6389105403988384,-0.5980383237653482
482.5,32,-0.9687189593929655,0.23753665689149558,0.9761904761904763,0.9761904761904763,0.880952380952381,0.9523809523809524,0.9642857142857144,0.880952380952381,0.9761904761904763,-1.0,-0.6730999325670518,-1.0,-0.6460102102488288,-1.0,-0.6460172734333229,-1.0,-0.62237141289556,-1.0,-1.0,-1.0,-0.6460137418410759,-0.6730999325670518,-0.62237141289556
487.5,32,-0.9687189593929655,0.2408357771260997,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,-1.0,-0.7085218667681465,-1.0,-0.6691512015340908,-1.0,-0.6704741417604846,-1.0,-0.644830833644817,-1.0,-1.0,-1.0,-0.6698126716472876,-0.7085218667681465,-0.644830833644817
