scanner_travel_bin_center_nm,block,speed_um_per_s,early_order,late_order,early_position_in_block,late_position_in_block,early_map_median_corrected_V,late_map_median_corrected_V,later_minus_earlier_V,palindrome_pair_mean_corrected_V
142.5,1,0.1,1,8,1,8,0.0005369243879562169,0.0004021850531616966,-0.00013473933479452027,0.00046955472055895675
142.5,1,0.3,2,7,2,7,0.0017043514937996607,0.001019906042164731,-0.0006844454516349296,0.0013621287679821958
142.5,1,0.9,3,6,3,6,0.0010809126556700077,0.001561039556897792,0.00048012690122778423,0.0013209761062838998
142.5,1,2.7,4,5,4,5,-0.023309408501117512,-0.024922228521482792,-0.0016128200203652798,-0.024115818511300152
142.5,2,0.1,12,13,4,5,2.3694588793254923e-05,-0.00014556041988778023,-0.00016925500868103516,-6.0932915547262656e-05
142.5,2,0.3,9,16,1,8,0.0008290380643747319,0.001102848227161335,0.000273810162786603,0.0009659431457680334
142.5,2,0.9,10,15,2,7,0.00027545376630522256,0.00018370676110646134,-9.174700519876122e-05,0.00022958026370584195
142.5,2,2.7,11,14,3,6,-0.022214835303176056,-0.020155134503851868,0.002059700799324188,-0.021184984903513962
142.5,3,0.1,19,22,3,6,0.0006070945777614245,0.0005495030998238261,-5.759147793759842e-05,0.0005782988387926253
142.5,3,0.3,20,21,4,5,0.000557974193422961,0.0008710403383827003,0.0003130661449597394,0.0007145072659028306
142.5,3,0.9,17,24,1,8,0.0009370069635208367,0.0008801649799119668,-5.6841983608869884e-05,0.0009085859717164017
142.5,3,2.7,18,23,2,7,-0.01966662550278575,-0.021505308906818954,-0.0018386834040332034,-0.020585967204802352
142.5,4,0.1,26,31,2,7,-9.646367451712767e-05,0.0007458469749534458,0.0008423106494705734,0.00032469165021815904
142.5,4,0.3,27,30,3,6,0.0006880316220866656,0.0007302661141888045,4.223449210213892e-05,0.000709148868137735
142.5,4,0.9,28,29,4,5,0.0007385661729040482,0.0006979363495500102,-4.0629823354038086e-05,0.0007182512612270292
142.5,4,2.7,25,32,1,8,-0.021355156965088717,-0.020038089631639215,0.0013170673334495023,-0.020696623298363966
147.5,1,0.1,1,8,1,8,0.0013454174083508685,-0.0001761714925225255,-0.001521588900873394,0.0005846229579141715
147.5,1,0.3,2,7,2,7,0.001654914069188801,0.0013696793323688117,-0.00028523473681998923,0.0015122967007788063
147.5,1,0.9,3,6,3,6,0.0014600079995058801,0.001853701101155819,0.000393693101649939,0.0016568545503308496
147.5,1,2.7,4,5,4,5,-0.0224634685748423,-0.021810971883308092,0.0006524966915342073,-0.022137220229075195
147.5,2,0.1,12,13,4,5,-0.00019703774835777565,-4.1911889719581374e-05,0.00015512585863819428,-0.00011947481903867851
147.5,2,0.3,9,16,1,8,0.0012278705557066116,0.0016131481848580265,0.00038527762915141484,0.001420509370282319
147.5,2,0.9,10,15,2,7,0.001250931063954852,0.0016649787073157452,0.00041404764336089306,0.0014579548856352986
147.5,2,2.7,11,14,3,6,-0.02036251499583905,-0.019814948900838347,0.0005475660950007011,-0.020088731948338698
147.5,3,0.1,19,22,3,6,0.0008880868151441845,0.0004917600543876627,-0.0003963267607565218,0.0006899234347659236
147.5,3,0.3,20,21,4,5,0.0010173530336541337,0.0017406081081308145,0.0007232550744766808,0.001378980570892474
147.5,3,0.9,17,24,1,8,0.0018598722622511499,0.0010364338521645818,-0.0008234384100865681,0.0014481530572078658
147.5,3,2.7,18,23,2,7,-0.018073101832695282,-0.02022564954447975,-0.0021525477117844694,-0.019149375688587517
147.5,4,0.1,26,31,2,7,0.00014580793378479728,0.000914132785959143,0.0007683248521743458,0.0005299703598719702
147.5,4,0.3,27,30,3,6,0.0007594254761017494,0.0013882553893929117,0.0006288299132911623,0.0010738404327473305
147.5,4,0.9,28,29,4,5,0.0006119085840055466,0.0009602871751157455,0.00034837859111019887,0.000786097879560646
147.5,4,2.7,25,32,1,8,-0.019196171110926807,-0.01825916831898859,0.0009370027919382157,-0.0187276697149577
152.5,1,0.1,1,8,1,8,0.0007063101062233512,-0.00044548607986510946,-0.0011517961860884607,0.00013041201317912088
152.5,1,0.3,2,7,2,7,0.0013456412832801579,0.002110406385025465,0.0007647651017453072,0.0017280238341528115
152.5,1,0.9,3,6,3,6,0.0009997503458877843,0.002421192064866462,0.0014214417189786777,0.0017104712053771232
152.5,1,2.7,4,5,4,5,-0.019840723718788755,-0.020134703483127583,-0.0002939797643388281,-0.01998771360095817
152.5,2,0.1,12,13,4,5,0.0003814940037929482,0.00011120326613744957,-0.0002702907376554986,0.0002463486349651989
152.5,2,0.3,9,16,1,8,0.0008210161111617542,0.0007470358759757989,-7.398023518595531e-05,0.0007840259935687766
152.5,2,0.9,10,15,2,7,0.0020342138205687865,0.0020610426583728136,2.6828837804027117e-05,0.0020476282394708
152.5,2,2.7,11,14,3,6,-0.018781006873974243,-0.017506468824459165,0.0012745380495150782,-0.018143737849216704
152.5,3,0.1,19,22,3,6,0.00041076738896173026,0.00036093505453765537,-4.983233442407489e-05,0.0003858512217496928
152.5,3,0.3,20,21,4,5,0.0013797231125831644,0.0013519640118744292,-2.7759100708735218e-05,0.0013658435622287968
152.5,3,0.9,17,24,1,8,0.0019121602682603545,0.0010789631360991238,-0.0008331971321612307,0.0014955617021797391
152.5,3,2.7,18,23,2,7,-0.017552164339537102,-0.0176712379913887,-0.0001190736518515978,-0.0176117011654629
152.5,4,0.1,26,31,2,7,0.0005513733593266179,0.000736936474660721,0.00018556311533410308,0.0006441549169936694
152.5,4,0.3,27,30,3,6,0.0015778746734776417,0.001072092539665559,-0.0005057821338120827,0.0013249836065716003
152.5,4,0.9,28,29,4,5,0.001233165684469878,0.0017990950857852406,0.0005659294013153626,0.0015161303851275593
152.5,4,2.7,25,32,1,8,-0.017513805247609038,-0.016755749441105992,0.0007580558065030454,-0.017134777344357515
157.5,1,0.1,1,8,1,8,0.0011060867657354256,0.00027580696029300134,-0.0008302798054424243,0.0006909468630142135
157.5,1,0.3,2,7,2,7,0.001644515704458921,0.0012111605866028663,-0.00043335511785605463,0.0014278381455308936
157.5,1,0.9,3,6,3,6,0.0018174111141646965,0.002355557775803374,0.0005381466616386776,0.0020864844449840353
157.5,1,2.7,4,5,4,5,-0.018131794608421792,-0.018532593305654668,-0.0004007986972328764,-0.01833219395703823
157.5,2,0.1,12,13,4,5,0.000391548908227346,0.0007141262613645782,0.00032257735313723224,0.0005528375847959621
157.5,2,0.3,9,16,1,8,5.475341128680089e-05,0.0012439659116505464,0.0011892125003637455,0.0006493596614686736
157.5,2,0.9,10,15,2,7,0.0019710115641230486,0.0008514158236148095,-0.001119595740508239,0.001411213693868929
157.5,2,2.7,11,14,3,6,-0.01666941436898159,-0.016375907383996413,0.0002935069849851757,-0.016522660876489
157.5,3,0.1,19,22,3,6,-0.00023396459694913219,0.0005841411401314757,0.0008181057370806079,0.00017508827159117175
157.5,3,0.3,20,21,4,5,0.0016778633352361183,0.0010531771939290557,-0.0006246861413070626,0.001365520264582587
157.5,3,0.9,17,24,1,8,0.0021786896289976987,0.002296425593383361,0.00011773596438566236,0.00223755761119053
157.5,3,2.7,18,23,2,7,-0.016562375732740442,-0.016068776010455532,0.0004935997222849098,-0.016315575871597987
157.5,4,0.1,26,31,2,7,0.0004693405793222416,0.00023585154278199516,-0.00023348903654024644,0.0003525960610521184
157.5,4,0.3,27,30,3,6,0.0012533491912970485,0.0017653330778097942,0.0005119838865127457,0.0015093411345534213
157.5,4,0.9,28,29,4,5,0.0011863952916257303,0.002102645850984658,0.0009162505593589276,0.0016445205713051941
157.5,4,2.7,25,32,1,8,-0.016507321967511313,-0.015496219355020997,0.0010111026124903152,-0.016001770661266155
162.5,1,0.1,1,8,1,8,0.0006262310173724694,0.0005894293162570508,-3.6801701115418695e-05,0.0006078301668147601
162.5,1,0.3,2,7,2,7,0.002672261540732579,0.000916290884656723,-0.001755970656075856,0.001794276212694651
162.5,1,0.9,3,6,3,6,0.0018408178637632222,0.0026943264312826454,0.0008535085675194232,0.002267572147522934
162.5,1,2.7,4,5,4,5,-0.01593382253442424,-0.017062355195247847,-0.0011285326608236057,-0.016498088864836044
162.5,2,0.1,12,13,4,5,0.00012746131379992587,0.000756811284380432,0.0006293499705805061,0.00044213629909017893
162.5,2,0.3,9,16,1,8,0.0012477759570316826,0.0013849125612557245,0.00013713660422404184,0.0013163442591437036
162.5,2,0.9,10,15,2,7,0.002758839955171566,0.002592420232086279,-0.00016641972308528707,0.0026756300936289223
162.5,2,2.7,11,14,3,6,-0.014953706436996644,-0.014523442461798264,0.00043026397519838055,-0.014738574449397454
162.5,3,0.1,19,22,3,6,0.0007801081823053391,0.000948238254229935,0.0001681300719245959,0.000864173218267637
162.5,3,0.3,20,21,4,5,0.0013155127236919029,0.0025009694092472667,0.0011854566855553639,0.0019082410664695848
162.5,3,0.9,17,24,1,8,0.0023525778753465953,0.003189913217381539,0.0008373353420349436,0.002771245546364067
162.5,3,2.7,18,23,2,7,-0.014462029814259703,-0.013269293717182273,0.0011927360970774292,-0.013865661765720988
162.5,4,0.1,26,31,2,7,0.0004842317384412126,0.0004489290259831469,-3.530271245806571e-05,0.00046658038221217973
162.5,4,0.3,27,30,3,6,0.0011226451673405358,0.0013825528360688344,0.0002599076687282986,0.001252599001704685
162.5,4,0.9,28,29,4,5,0.0023464220100538336,0.001860467408026048,-0.0004859546020277855,0.002103444709039941
162.5,4,2.7,25,32,1,8,-0.014590191953925524,-0.014498008323088292,9.21836308372323e-05,-0.014544100138506908
167.5,1,0.1,1,8,1,8,0.00028774324845043386,0.0003903933798655168,0.00010265013141508295,0.00033906831415797534
167.5,1,0.3,2,7,2,7,0.0022108052523996946,0.0015679157154414591,-0.0006428895369582355,0.0018893604839205769
167.5,1,0.9,3,6,3,6,0.003461673742616578,0.0029427469522397,-0.0005189267903768779,0.003202210347428139
167.5,1,2.7,4,5,4,5,-0.01434727235980332,-0.01596448783763195,-0.001617215477828629,-0.015155880098717635
167.5,2,0.1,12,13,4,5,5.673352247992369e-07,0.00010157525364895559,0.00010100791842415635,5.107129443687741e-05
167.5,2,0.3,9,16,1,8,0.0012531712037755494,0.0025078525204285107,0.0012546813166529613,0.00188051186210203
167.5,2,0.9,10,15,2,7,0.003174019487926838,0.0012550970843787645,-0.0019189224035480734,0.0022145582861528013
167.5,2,2.7,11,14,3,6,-0.01330817286639946,-0.013157580127448165,0.000150592738951294,-0.013232876496923812
167.5,3,0.1,19,22,3,6,-0.0003192873650452732,0.0007830143848042391,0.0011023017498495123,0.00023186350987948294
167.5,3,0.3,20,21,4,5,0.0018839701040229695,0.0023081435687215546,0.0004241734646985851,0.002096056836372262
167.5,3,0.9,17,24,1,8,0.0034228863682148614,0.0029814175223302555,-0.00044146884588460583,0.0032021519452725584
167.5,3,2.7,18,23,2,7,-0.012219566422009165,-0.012090280736114178,0.00012928568589498646,-0.012154923579061672
167.5,4,0.1,26,31,2,7,0.00041601523978959665,0.00024912551840527986,-0.0001668897213843168,0.00033257037909743825
167.5,4,0.3,27,30,3,6,0.0017304934110129733,0.0018448309261609452,0.00011433751514797197,0.0017876621685869593
167.5,4,0.9,28,29,4,5,0.002334966844415365,0.0018777127302217617,-0.0004572541141936032,0.0021063397873185633
167.5,4,2.7,25,32,1,8,-0.013415260171103338,-0.012277283047422628,0.0011379771236807099,-0.012846271609262983
172.5,1,0.1,1,8,1,8,0.0013442771757914973,2.3880919479801754e-05,-0.0013203962563116955,0.0006840790476356495
172.5,1,0.3,2,7,2,7,0.0028960419141886296,0.0019922490908038104,-0.0009037928233848191,0.00244414550249622
172.5,1,0.9,3,6,3,6,0.003116348749921255,0.0033896096543410137,0.0002732609044197587,0.0032529792021311343
172.5,1,2.7,4,5,4,5,-0.01315915420459099,-0.014309513975760219,-0.0011503597711692293,-0.013734334090175604
172.5,2,0.1,12,13,4,5,-0.000195548493393094,0.00034525129473705896,0.000540799788130153,7.485140067198248e-05
172.5,2,0.3,9,16,1,8,0.0028476724147065147,0.0019465396704507754,-0.0009011327442557393,0.002397106042578645
172.5,2,0.9,10,15,2,7,0.0033904509234853886,0.0034171448801206816,2.669395663529306e-05,0.003403797901803035
172.5,2,2.7,11,14,3,6,-0.011844115650780557,-0.011831758032787243,1.2357617993313808e-05,-0.0118379368417839
172.5,3,0.1,19,22,3,6,0.0001609076720303637,0.0010722872135171466,0.0009113795414867829,0.0006165974427737551
172.5,3,0.3,20,21,4,5,0.0018870946193405569,0.0023865971309118272,0.0004995025115712703,0.002136845875126192
172.5,3,0.9,17,24,1,8,0.003808143139453657,0.0027610717518272813,-0.0010470713876263756,0.003284607445640469
172.5,3,2.7,18,23,2,7,-0.011694207051364924,-0.011431530842361481,0.0002626762090034429,-0.011562868946863203
172.5,4,0.1,26,31,2,7,0.0010064401737448492,0.0007209064735099746,-0.00028553370023487457,0.0008636733236274119
172.5,4,0.3,27,30,3,6,0.0016200479823692826,0.001829931423876885,0.0002098834415076023,0.0017249897031230838
172.5,4,0.9,28,29,4,5,0.002683199430136854,0.002733343242723521,5.0143812586667114e-05,0.0027082713364301875
172.5,4,2.7,25,32,1,8,-0.012099288573332756,-0.011814922916207365,0.0002843656571253905,-0.01195710574477006
177.5,1,0.1,1,8,1,8,0.0014905398120724778,0.00043517253731339967,-0.001055367274759078,0.0009628561746929387
177.5,1,0.3,2,7,2,7,0.0031448795933991525,0.002288345238014966,-0.0008565343553841864,0.0027166124157070592
177.5,1,0.9,3,6,3,6,0.003651733823922393,0.003414815746539207,-0.00023691807738318582,0.0035332747852308
177.5,1,2.7,4,5,4,5,-0.01174605704120793,-0.011888558300570728,-0.00014250125936279834,-0.01181730767088933
177.5,2,0.1,12,13,4,5,0.00012754057386821227,0.00026176958506596293,0.00013422901119775066,0.0001946550794670876
177.5,2,0.3,9,16,1,8,0.002577351085445656,0.0029374476518941872,0.00036009656644853116,0.0027573993686699216
177.5,2,0.9,10,15,2,7,0.0034020367987099287,0.004181394096159474,0.0007793572974495455,0.0037917154474347015
177.5,2,2.7,11,14,3,6,-0.009149413777069876,-0.009826586769820511,-0.0006771729927506354,-0.009488000273445193
177.5,3,0.1,19,22,3,6,0.000414729001841474,0.000267488824720157,-0.000147240177121317,0.00034110891328081546
177.5,3,0.3,20,21,4,5,0.002665812274135204,0.00150094651996735,-0.0011648657541678542,0.002083379397051277
177.5,3,0.9,17,24,1,8,0.004981315904974082,0.0027267243317695214,-0.0022545915732045604,0.0038540201183718016
177.5,3,2.7,18,23,2,7,-0.010442184423313572,-0.00943643256068688,0.0010057518626266915,-0.009939308492000226
177.5,4,0.1,26,31,2,7,0.00043032793946393144,0.0003791175922759904,-5.121034718794104e-05,0.0004047227658699609
177.5,4,0.3,27,30,3,6,0.0017083756804174843,0.0031535384082121976,0.0014451627277947132,0.002430957044314841
177.5,4,0.9,28,29,4,5,0.003360259790159026,0.0034612357264504623,0.00010097593629143642,0.003410747758304744
177.5,4,2.7,25,32,1,8,-0.010135796981991019,-0.009751474645240045,0.00038432233675097377,-0.009943635813615532
182.5,1,0.1,1,8,1,8,0.0008480187649046456,0.0003094007144396338,-0.0005386180504650118,0.0005787097396721397
182.5,1,0.3,2,7,2,7,0.002473200574845791,0.0021372421754670134,-0.00033595839937877736,0.002305221375156402
182.5,1,0.9,3,6,3,6,0.0046080274040255775,0.004155923803733974,-0.00045210360029160346,0.004381975603879776
182.5,1,2.7,4,5,4,5,-0.00952951169124136,-0.010393052914755202,-0.0008635412235138418,-0.009961282302998281
182.5,2,0.1,12,13,4,5,-0.00017734787879719605,0.00020618463832733358,0.0003835325171245296,1.4418379765068767e-05
182.5,2,0.3,9,16,1,8,0.0029242112205134507,0.00263765826361273,-0.0002865529569007208,0.0027809347420630903
182.5,2,0.9,10,15,2,7,0.003578514207284944,0.0048379316606416145,0.0012594174533566704,0.004208222933963279
182.5,2,2.7,11,14,3,6,-0.007321191311504438,-0.007511101215839089,-0.00018990990433465083,-0.0074161462636717634
182.5,3,0.1,19,22,3,6,0.00040161215582679155,0.0008792527938645267,0.00047764063803773515,0.0006404324748456591
182.5,3,0.3,20,21,4,5,0.002028615556808111,0.0020029422473659686,-2.567330944214241e-05,0.00201577890208704
182.5,3,0.9,17,24,1,8,0.002954231318956113,0.00305586358423272,0.00010163226527660704,0.0030050474515944166
182.5,3,2.7,18,23,2,7,-0.00923443758175102,-0.008826879530285547,0.0004075580514654731,-0.009030658556018284
182.5,4,0.1,26,31,2,7,0.0003616011172155875,0.000978375156983291,0.0006167740397677035,0.0006699881370994393
182.5,4,0.3,27,30,3,6,0.0015368068339575158,0.0017163364504199363,0.0001795296164624205,0.001626571642188726
182.5,4,0.9,28,29,4,5,0.004710090732830879,0.0022311695278033894,-0.00247892120502749,0.0034706301303171344
182.5,4,2.7,25,32,1,8,-0.008555518086446279,-0.00893513209704385,-0.00037961401059757177,-0.008745325091745065
187.5,1,0.1,1,8,1,8,0.0013156253564202691,0.00023944049428881176,-0.0010761848621314574,0.0007775329253545404
187.5,1,0.3,2,7,2,7,0.002834103647250702,0.0024647141854440835,-0.00036938946180661847,0.0026494089163473927
187.5,1,0.9,3,6,3,6,0.005264613636970672,0.004584534441721355,-0.0006800791952493168,0.0049245740393460136
187.5,1,2.7,4,5,4,5,-0.008537505193064315,-0.00904909416976378,-0.0005115889766994647,-0.008793299681414048
187.5,2,0.1,12,13,4,5,-1.6036953788489683e-05,0.0007275559760692163,0.000743592929857706,0.0003557595111403633
187.5,2,0.3,9,16,1,8,0.0022972265372299128,0.002501869080547392,0.00020464254331747922,0.0023995478088886524
187.5,2,0.9,10,15,2,7,0.004759586559597184,0.005727790007835187,0.0009682034482380031,0.005243688283716186
187.5,2,2.7,11,14,3,6,-0.005924005954433681,-0.005374664155801234,0.0005493417986324467,-0.005649335055117458
187.5,3,0.1,19,22,3,6,0.0009932830024326211,0.0010128699729573124,1.958697052469125e-05,0.0010030764876949668
187.5,3,0.3,20,21,4,5,0.002894107690420089,0.0023012034459124475,-0.0005929042445076416,0.0025976555681662683
187.5,3,0.9,17,24,1,8,0.004553340738059353,0.0048883160344876594,0.00033497529642830676,0.004720828386273506
187.5,3,2.7,18,23,2,7,-0.008115081011974778,-0.0077777098366444974,0.00033737117533028105,-0.007946395424309638
187.5,4,0.1,26,31,2,7,0.0011188545893446172,0.0009471939680689712,-0.00017166062127564607,0.0010330242787067942
187.5,4,0.3,27,30,3,6,0.0027655645462164313,0.0030851022062138023,0.00031953765999737094,0.002925333376215117
187.5,4,0.9,28,29,4,5,0.0048706479919284895,0.004415784194526887,-0.0004548637974016029,0.004643216093227688
187.5,4,2.7,25,32,1,8,-0.006339115960813435,-0.007410418680852494,-0.0010713027200390593,-0.006874767320832965
192.5,1,0.1,1,8,1,8,0.001219427272657836,0.0005968380468375778,-0.0006225892258202581,0.0009081326597477068
192.5,1,0.3,2,7,2,7,0.0029380261113386985,0.0027547823958934403,-0.0001832437154452582,0.0028464042536160694
192.5,1,0.9,3,6,3,6,0.006333393940104209,0.00680153310365661,0.00046813916355240015,0.0065674635218804095
192.5,1,2.7,4,5,4,5,-0.0060261749633298,-0.007343541260194306,-0.0013173662968645056,-0.006684858111762053
192.5,2,0.1,12,13,4,5,0.00034748865350286984,0.0009768219377531695,0.0006293332842502997,0.0006621552956280197
192.5,2,0.3,9,16,1,8,0.0030840148136998535,0.0031741196059078547,9.010479220800116e-05,0.003129067209803854
192.5,2,0.9,10,15,2,7,0.005476676035088501,0.006089506538834222,0.0006128305037457205,0.0057830912869613615
192.5,2,2.7,11,14,3,6,-0.0052977665938961915,-0.0047980930474414984,0.0004996735464546931,-0.005047929820668845
192.5,3,0.1,19,22,3,6,0.0006650322970489508,0.0012988917483486885,0.0006338594512997377,0.0009819620226988197
192.5,3,0.3,20,21,4,5,0.002113461373967951,0.0028861371867254793,0.0007726758127575284,0.002499799280346715
192.5,3,0.9,17,24,1,8,0.004674216513565588,0.004974370220054848,0.0003001537064892604,0.004824293366810218
192.5,3,2.7,18,23,2,7,-0.005659833537828063,-0.006011187857812517,-0.00035135431998445377,-0.00583551069782029
192.5,4,0.1,26,31,2,7,0.0008361492220678168,0.0010487859080478557,0.00021263668598003882,0.0009424675650578362
192.5,4,0.3,27,30,3,6,0.0036076846934179896,0.003065597276812132,-0.0005420874166058576,0.003336640985115061
192.5,4,0.9,28,29,4,5,0.00511570899841815,0.00473544004936273,-0.00038026894905542064,0.00492557452389044
192.5,4,2.7,25,32,1,8,-0.005342077143572821,-0.005154786993069503,0.00018729015050331782,-0.005248432068321162
197.5,1,0.1,1,8,1,8,0.002016584712779934,0.0010683297722198226,-0.0009482549405601115,0.0015424572424998784
197.5,1,0.3,2,7,2,7,0.00230916838749734,0.0033050419426834954,0.0009958735551861553,0.0028071051650904177
197.5,1,0.9,3,6,3,6,0.005980209685914811,0.0056205344493023834,-0.00035967523661242784,0.005800372067608597
197.5,1,2.7,4,5,4,5,-0.00524463731874264,-0.005427102338781548,-0.00018246502003890774,-0.005335869828762094
197.5,2,0.1,12,13,4,5,1.3048710166496669e-05,0.00031691512511100584,0.00030386641494450917,0.00016498191763875125
197.5,2,0.3,9,16,1,8,0.0023118395908466316,0.0034974534060108198,0.0011856138151641882,0.0029046464984287257
197.5,2,0.9,10,15,2,7,0.006610264653943487,0.0063937483962065444,-0.00021651625773694283,0.006502006525075016
197.5,2,2.7,11,14,3,6,-0.004016331527924966,-0.004161381624216087,-0.00014505009629112164,-0.0040888565760705264
197.5,3,0.1,19,22,3,6,0.0010409266465536415,0.0009620851271879144,-7.884151936572714e-05,0.001001505886870778
197.5,3,0.3,20,21,4,5,0.0023909953694301045,0.002480315904121344,8.932053469123957e-05,0.0024356556367757243
197.5,3,0.9,17,24,1,8,0.005531493410641186,0.005662609030740732,0.00013111562009954572,0.005597051220690959
197.5,3,2.7,18,23,2,7,-0.003765498441735571,-0.004065830135746407,-0.0003003316940108358,-0.003915664288740989
197.5,4,0.1,26,31,2,7,0.000898289115494888,0.000714706111336838,-0.00018358300415804996,0.000806497613415863
197.5,4,0.3,27,30,3,6,0.0029297941884715295,0.00367534080948248,0.0007455466210109507,0.003302567498977005
197.5,4,0.9,28,29,4,5,0.005120328330810844,0.004497362272035052,-0.0006229660587757924,0.004808845301422948
197.5,4,2.7,25,32,1,8,-0.003400772809202146,-0.0042373892485137316,-0.0008366164393115855,-0.003819081028857939
202.5,1,0.1,1,8,1,8,0.0016339532574826676,0.0007110893492798809,-0.0009228639082027867,0.0011725213033812742
202.5,1,0.3,2,7,2,7,0.0027765608377761652,0.0029778438666260287,0.0002012830288498635,0.002877202352201097
202.5,1,0.9,3,6,3,6,0.006936271047923548,0.00655037185297469,-0.0003858991949488577,0.006743321450449119
202.5,1,2.7,4,5,4,5,-0.002963860721971995,-0.005131854413352399,-0.0021679936913804043,-0.004047857567662197
202.5,2,0.1,12,13,4,5,0.00041828875227056805,0.0007241575268314149,0.0003058687745608468,0.0005712231395509915
202.5,2,0.3,9,16,1,8,0.0028738310182498394,0.003448337193255213,0.0005745061750053737,0.0031610841057525263
202.5,2,0.9,10,15,2,7,0.006271979902038094,0.006729847238864162,0.00045786733682606773,0.006500913570451128
202.5,2,2.7,11,14,3,6,-0.0032772550314242588,-0.001782816180210034,0.0014944388512142248,-0.0025300356058171464
202.5,3,0.1,19,22,3,6,0.0011913733801163229,0.0004665609148270418,-0.0007248124652892811,0.0008289671474716823
202.5,3,0.3,20,21,4,5,0.0025652660108446135,0.002298176267520269,-0.00026708974332434465,0.002431721139182441
202.5,3,0.9,17,24,1,8,0.006356287585051135,0.005492465474979898,-0.000863822110071237,0.005924376530015516
202.5,3,2.7,18,23,2,7,-0.0027660122960752043,-0.0029297135378758554,-0.00016370124180065115,-0.00284786291697553
202.5,4,0.1,26,31,2,7,0.00041904937081932436,0.0011673839994905677,0.0007483346286712433,0.000793216685154946
202.5,4,0.3,27,30,3,6,0.0028073401642398077,0.0024954072992020293,-0.0003119328650377784,0.0026513737317209185
202.5,4,0.9,28,29,4,5,0.006610289683438603,0.006323935571972028,-0.00028635411146657463,0.006467112627705315
202.5,4,2.7,25,32,1,8,-0.0025375917323137154,-0.002762898904977197,-0.00022530717266348171,-0.0026502453186454562
207.5,1,0.1,1,8,1,8,0.0019425419038557323,0.0004394233799155933,-0.001503118523940139,0.0011909826418856628
207.5,1,0.3,2,7,2,7,0.0033148409900559672,0.003448452607038688,0.00013361161698272062,0.0033816467985473275
207.5,1,0.9,3,6,3,6,0.007970080974674248,0.007739336839441419,-0.00023074413523282988,0.007854708907057834
207.5,1,2.7,4,5,4,5,-0.002589430597936704,-0.0021044688325520533,0.0004849617653846505,-0.0023469497152443786
207.5,2,0.1,12,13,4,5,0.0006822664950246748,0.0005317405013940402,-0.00015052599363063468,0.0006070034982093575
207.5,2,0.3,9,16,1,8,0.002666941382474197,0.003117518183558543,0.00045057680108434583,0.00289222978301637
207.5,2,0.9,10,15,2,7,0.007377534095736715,0.006719112366476709,-0.0006584217292600059,0.007048323231106712
207.5,2,2.7,11,14,3,6,-0.0023759554238673153,-0.0016899372856170602,0.000686018138250255,-0.0020329463547421878
207.5,3,0.1,19,22,3,6,0.0008892924024965776,0.001257141159820509,0.0003678487573239315,0.0010732167811585433
207.5,3,0.3,20,21,4,5,0.003306853800030929,0.0027713978091261637,-0.0005354559909047651,0.0030391258045785463
207.5,3,0.9,17,24,1,8,0.007370802552054245,0.005685159215392237,-0.0016856433366620079,0.006527980883723241
207.5,3,2.7,18,23,2,7,-0.0015718703756837371,-0.002110695614747804,-0.0005388252390640669,-0.0018412829952157705
207.5,4,0.1,26,31,2,7,0.0007699601125277233,0.001289625273013073,0.0005196651604853497,0.0010297926927703982
207.5,4,0.3,27,30,3,6,0.0025407343244893688,0.0029951030940969237,0.0004543687696075549,0.002767918709293146
207.5,4,0.9,28,29,4,5,0.006609060457118579,0.006311936710076613,-0.0002971237470419663,0.006460498583597596
207.5,4,2.7,25,32,1,8,-0.0014136255638374506,-0.001695745519031941,-0.0002821199551944903,-0.0015546855414346958
212.5,1,0.1,1,8,1,8,0.002140234590671364,0.0010646740753925132,-0.0010755605152788505,0.0016024543330319385
212.5,1,0.3,2,7,2,7,0.004945433342543715,0.0036165979747656563,-0.0013288353677780584,0.0042810156586546855
212.5,1,0.9,3,6,3,6,0.0074202274619175335,0.009312937031349194,0.001892709569431661,0.008366582246633364
212.5,1,2.7,4,5,4,5,-0.0006130321302347252,-0.0008084026361064034,-0.00019537050587167815,-0.0007107173831705643
212.5,2,0.1,12,13,4,5,0.0006306264748355828,0.00029093033750637876,-0.000339696137329204,0.00046077840617098076
212.5,2,0.3,9,16,1,8,0.003993038801582416,0.0036570442484884502,-0.00033599455309396564,0.003825041525035433
212.5,2,0.9,10,15,2,7,0.00813126814273446,0.006862612024592596,-0.0012686561181418643,0.007496940083663528
212.5,2,2.7,11,14,3,6,-0.0011312942484611177,-0.001022593931844118,0.00010870031661699975,-0.0010769440901526178
212.5,3,0.1,19,22,3,6,0.0013339219174144379,0.0010019084445853708,-0.00033201347282906706,0.0011679151809999044
212.5,3,0.3,20,21,4,5,0.00405026596131175,0.002707102598056954,-0.0013431633632547957,0.003378684279684352
212.5,3,0.9,17,24,1,8,0.005937252119506686,0.0064622277045579615,0.0005249755850512752,0.006199739912032324
212.5,3,2.7,18,23,2,7,-0.00041524071596577006,-0.0008576662447783989,-0.00044242552881262887,-0.0006364534803720845
212.5,4,0.1,26,31,2,7,0.001226595441978784,0.0008759906163229303,-0.0003506048256558536,0.001051293029150857
212.5,4,0.3,27,30,3,6,0.003439647786836836,0.003723429422407415,0.0002837816355705791,0.0035815386046221254
212.5,4,0.9,28,29,4,5,0.007272122376684037,0.005806945786418494,-0.0014651765902655434,0.006539534081551265
