source,timestamp,point_index,row,column,contact_invOLS_40nm_nm_per_V,contact_invOLS_30nm_nm_per_V,contact_invOLS_50nm_nm_per_V,contact_fit_R2,contact_points,valid_before_map_outlier_filter,retained_for_global_consensus
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,4,0,4,60.40422292623778,59.75942180324291,64.71659885804903,0.9997675919047885,40,True,True
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,5,0,5,66.88088884003814,65.50658400523194,68.24338703832748,0.999246085281383,40,True,True
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,6,0,6,65.91405299843008,63.29277533644591,68.9123227230436,0.998181425890312,40,True,True
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,7,0,7,67.50002832626527,64.78081913061112,70.75547344345838,0.998890087092214,40,True,True
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,8,1,7,59.27785828931206,58.942140892840044,70.01788669415876,0.999817747372063,41,True,True
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,9,1,6,69.05414279347698,66.5329510005978,71.4846458186429,0.9987034342109166,40,True,True
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,10,1,5,60.10203277417143,59.57769054469826,62.308419574949475,0.9998421651662277,41,True,True
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,11,1,4,60.104398289834236,58.79810010944238,61.6031261292325,0.9993948740765074,40,True,True
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,12,1,3,74.35159861184842,71.63113074691869,77.69513958762371,0.9982767486725561,40,True,True
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,13,1,2,74.59023909653799,72.76925528708612,76.9113289446117,0.9993463645866787,41,True,True
