concentration_wt_percent,load_regime,variant,velocity_model,scale_mode,contact_shift_nm,excluded_speed_label_um_per_s,source,map_intercept_pN_at_window_center,map_linear_slope_pN_per_nm,fitted_map_force_scale,contact_response_constraint_center,contact_response_constraint_sigma
20,main,primary,M0_no_hydrodynamic,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-15.59.55.205.jpk-force-map,-214.29975449611902,0.1235334713469873,0.9957681954047973,1.0126289262125547,0.02582261126508332
20,main,primary,M0_no_hydrodynamic,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-16.09.19.936.jpk-force-map,-60.06717919738598,0.030513580535204487,0.989242371975495,1.026883479012346,0.025150121727297473
20,main,primary,M1_no_slip_chi1,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-15.54.06.570.jpk-force-map,-88.09606069984305,-0.13830423531422714,1.049519784944547,0.9671909214958809,0.048622618140923536
20,main,primary,M1_no_slip_chi1,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-15.59.55.205.jpk-force-map,-217.70804080019622,0.13006356218779955,1.0049977552598475,1.0126289262125547,0.02582261126508332
20,main,primary,M1_no_slip_chi1,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-16.09.19.936.jpk-force-map,-77.28530054539986,0.11709370292725722,0.9813073593202951,1.026883479012346,0.025150121727297473
20,main,primary,M2_fitted_chi,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-15.54.06.570.jpk-force-map,-78.25801920890709,-0.17969867583695123,1.0465345999940894,0.9671909214958809,0.048622618140923536
20,main,primary,M2_fitted_chi,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-15.59.55.205.jpk-force-map,-213.64125142149774,0.12099350133350761,0.9950019328226521,1.0126289262125547,0.02582261126508332
20,main,primary,M2_fitted_chi,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-16.09.19.936.jpk-force-map,-57.34932035528879,0.015999740787431934,0.9911418848936211,1.026883479012346,0.025150121727297473
20,main,M2_dmin30,M2_fitted_chi,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-15.54.06.570.jpk-force-map,-65.79008648225026,-0.21435266491787314,1.0537143487682963,0.9671909214958809,0.048622618140923536
20,main,M2_dmin30,M2_fitted_chi,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-15.59.55.205.jpk-force-map,-209.58187468654927,0.14242106310138766,0.983347532410034,1.0126289262125547,0.02582261126508332
20,main,M2_dmin30,M2_fitted_chi,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-16.09.19.936.jpk-force-map,-28.556947316545017,-0.11573797270034433,1.0036213150535591,1.026883479012346,0.025150121727297473
20,main,M2_dmax150,M2_fitted_chi,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-15.54.06.570.jpk-force-map,-46.916645477752056,-1.0459965114146619,1.0109088240546364,0.9671909214958809,0.048622618140923536
20,main,M2_dmax150,M2_fitted_chi,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-15.59.55.205.jpk-force-map,-210.116116792448,-0.4395187251085699,1.0030210434948357,1.0126289262125547,0.02582261126508332
20,main,M2_dmax150,M2_fitted_chi,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-16.09.19.936.jpk-force-map,-81.03551732109598,0.06265681888095952,1.0114136610957576,1.026883479012346,0.025150121727297473
20,main,M2_dmax350,M2_fitted_chi,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-15.54.06.570.jpk-force-map,-85.75605366825073,-0.0027635334724003912,1.055196448868025,0.9671909214958809,0.048622618140923536
20,main,M2_dmax350,M2_fitted_chi,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-15.59.55.205.jpk-force-map,-204.28087239604804,0.23217693117187913,0.9943374060613962,1.0126289262125547,0.02582261126508332
20,main,M2_dmax350,M2_fitted_chi,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-16.09.19.936.jpk-force-map,-58.97007491184399,0.049412694423657325,0.9774348440662175,1.026883479012346,0.025150121727297473
20,main,M2_fixed_unity_scale,M2_fitted_chi,fixed_unity,0.0,nan,20-08-26/20/map-data-2026.08.20-15.54.06.570.jpk-force-map,-70.03751993109685,-0.2702860766944857,1.0,0.9671909214958809,0.048622618140923536
20,main,M2_fixed_unity_scale,M2_fitted_chi,fixed_unity,0.0,nan,20-08-26/20/map-data-2026.08.20-15.59.55.205.jpk-force-map,-212.75076480609974,0.1331849823681058,1.0,1.0126289262125547,0.02582261126508332
20,main,M2_fixed_unity_scale,M2_fitted_chi,fixed_unity,0.0,nan,20-08-26/20/map-data-2026.08.20-16.09.19.936.jpk-force-map,-49.24456822168426,-0.019123584554655175,1.0,1.026883479012346,0.025150121727297473
20,main,M2_contact_minus2p5nm,M2_fitted_chi,contact_constrained,-2.5,nan,20-08-26/20/map-data-2026.08.20-15.54.06.570.jpk-force-map,-69.97155437656969,-0.20150453622991923,1.0540033397357846,0.9671909214958809,0.048622618140923536
20,main,M2_contact_minus2p5nm,M2_fitted_chi,contact_constrained,-2.5,nan,20-08-26/20/map-data-2026.08.20-15.59.55.205.jpk-force-map,-210.81216233463726,0.13650267734242444,0.9857208947653248,1.0126289262125547,0.02582261126508332
20,main,M2_contact_minus2p5nm,M2_fitted_chi,contact_constrained,-2.5,nan,20-08-26/20/map-data-2026.08.20-16.09.19.936.jpk-force-map,-37.52624135293743,-0.07750408174157891,0.9991726042199883,1.026883479012346,0.025150121727297473
20,main,M2_contact_plus2p5nm,M2_fitted_chi,contact_constrained,2.5,nan,20-08-26/20/map-data-2026.08.20-15.54.06.570.jpk-force-map,-69.73844806757991,-0.22647415109556632,1.0413705948614345,0.9671909214958809,0.048622618140923536
20,main,M2_contact_plus2p5nm,M2_fitted_chi,contact_constrained,2.5,nan,20-08-26/20/map-data-2026.08.20-15.59.55.205.jpk-force-map,-211.56231470957795,0.11521942196107691,0.9866809094892238,1.0126289262125547,0.02582261126508332
20,main,M2_contact_plus2p5nm,M2_fitted_chi,contact_constrained,2.5,nan,20-08-26/20/map-data-2026.08.20-16.09.19.936.jpk-force-map,-41.00519865882379,-0.06023395313850413,0.9980548888871447,1.026883479012346,0.025150121727297473
20,main,M2_leave_out_1um_s,M2_fitted_chi,contact_constrained,0.0,1.0,20-08-26/20/map-data-2026.08.20-15.54.06.570.jpk-force-map,-93.82903449785293,-0.1356945746271278,1.0634307084815278,0.9671909214958809,0.048622618140923536
20,main,M2_leave_out_1um_s,M2_fitted_chi,contact_constrained,0.0,1.0,20-08-26/20/map-data-2026.08.20-16.09.19.936.jpk-force-map,-89.72099129004313,0.14697456680427273,0.9846869153687698,1.026883479012346,0.025150121727297473
20,main,M2_leave_out_2um_s,M2_fitted_chi,contact_constrained,0.0,2.0,20-08-26/20/map-data-2026.08.20-15.59.55.205.jpk-force-map,-212.05293476154472,0.09604992511610823,1.0072759826702646,1.0126289262125547,0.02582261126508332
20,main,M2_leave_out_2um_s,M2_fitted_chi,contact_constrained,0.0,2.0,20-08-26/20/map-data-2026.08.20-16.09.19.936.jpk-force-map,-55.957454938669365,-0.00706969145634385,1.003928651423616,1.026883479012346,0.025150121727297473
20,main,M2_leave_out_4um_s,M2_fitted_chi,contact_constrained,0.0,4.0,20-08-26/20/map-data-2026.08.20-15.54.06.570.jpk-force-map,-235.4695597648918,0.600673425423113,0.944962298814422,0.9671909214958809,0.048622618140923536
20,main,M2_leave_out_4um_s,M2_fitted_chi,contact_constrained,0.0,4.0,20-08-26/20/map-data-2026.08.20-15.59.55.205.jpk-force-map,-303.0542514941886,0.6101527789642064,1.0159978537819714,1.0126289262125547,0.02582261126508332
30,high_load,primary,M0_no_hydrodynamic,contact_constrained,0.0,nan,20-08-26/30/map-data-2026.08.20-16.27.34.022.jpk-force-map,-21.68580059373135,-0.32655441926247536,1.1769911543964813,0.9942215281537514,0.02
30,high_load,primary,M0_no_hydrodynamic,contact_constrained,0.0,nan,20-08-26/30/map-data-2026.08.20-16.37.53.539.jpk-force-map,-180.68778702241002,0.21456514297029342,1.0045593993081072,1.0132625529666317,0.02
30,high_load,primary,M0_no_hydrodynamic,contact_constrained,0.0,nan,20-08-26/30/map-data-2026.08.20-16.42.02.033.jpk-force-map,-226.58483935422404,0.33529099358110226,0.9117606327277425,1.0173275001234479,0.02
30,high_load,primary,M0_no_hydrodynamic,contact_constrained,0.0,nan,20-08-26/30/map-data-2026.08.20-16.53.04.534.jpk-force-map,-139.3066709825239,0.15026277628623513,0.8834231972805284,1.020501445017358,0.02
30,high_load,primary,M1_no_slip_chi1,contact_constrained,0.0,nan,20-08-26/30/map-data-2026.08.20-16.27.34.022.jpk-force-map,-35.732432776701735,-0.26090064750066305,1.1739286620922986,0.9942215281537514,0.02
30,high_load,primary,M1_no_slip_chi1,contact_constrained,0.0,nan,20-08-26/30/map-data-2026.08.20-16.37.53.539.jpk-force-map,-186.28075816499373,0.23505408474191067,1.0121205637827426,1.0132625529666317,0.02
30,high_load,primary,M1_no_slip_chi1,contact_constrained,0.0,nan,20-08-26/30/map-data-2026.08.20-16.42.02.033.jpk-force-map,-231.72192994937737,0.35501555154625836,0.9183801599199467,1.0173275001234479,0.02
