block,distance_nm,speed_um_per_s,pair_mean_force_pN,double_centered_interaction_pN
4,45.0,2.7,1765.8664390206172,456.3841111287703
4,50.0,0.1,229.6682707357022,-239.91182065567864
4,50.0,0.3,407.596083472019,-164.35567621574182
4,50.0,0.9,830.4341632618195,15.056450544134236
4,50.0,2.7,1622.854540485046,389.2110463272867
4,55.0,0.1,201.5284888400634,-193.7729210158484
4,55.0,0.3,360.7529232394028,-136.92015491288896
4,55.0,0.9,745.7409382253803,4.64190704316411
4,55.0,2.7,1485.4159815078638,326.0511688855735
4,60.0,0.1,180.5340238412125,-144.71328226247124
4,60.0,0.3,327.88062513953525,-99.73834926052848
4,60.0,0.9,666.9490916512403,-4.095835778747869
4,60.0,2.7,1337.85817617181,248.54746730174782
4,65.0,0.1,150.98979639486805,-114.31023488321136
4,65.0,0.3,296.0438116615801,-71.62788791287926
4,65.0,0.9,613.286764716906,2.189112112522139
4,65.0,2.7,1213.1124447280267,183.74901068356883
4,70.0,0.1,138.01946948666875,-77.91256439740533
4,70.0,0.3,255.75064398563975,-62.5530581948143
4,70.0,0.9,563.7586557586451,2.0290005482665947
4,70.0,2.7,1118.4320586944057,138.4366220439531
4,75.0,0.1,124.13178509720689,-50.71609316196668
4,75.0,0.3,235.412182240314,-41.80736431523951
4,75.0,0.9,515.8340274708938,-4.811472114584149
4,75.0,2.7,1036.2462106173425,97.33492959179046
4,80.0,0.1,103.7581254401964,-35.20604308454091
4,80.0,0.3,211.60439430132578,-29.73144251979147
4,80.0,0.9,478.9996075623452,-5.762182288696522
4,80.0,2.7,973.7272391841448,70.69966789302896
4,85.0,0.1,94.88022468306399,-7.932892755313048
4,85.0,0.3,192.0757247552596,-13.109060979497372
4,85.0,0.9,438.74272297729186,-9.868015787389595
4,85.0,2.7,897.7864897269558,30.909969522200242
4,90.0,0.1,85.83367382379295,13.819016972001577
4,90.0,0.3,180.05999105744002,5.6736659092687205
4,90.0,0.9,403.99731445228355,-13.81496372581222
4,90.0,2.7,830.4003404627119,-5.677719155457908
4,95.0,0.1,67.43160253358101,22.58061716874289
4,95.0,0.3,162.8969044829161,15.674250821698024
4,95.0,0.9,388.30182091746735,-2.346785773675151
4,95.0,2.7,773.0063059144509,-35.908082216765706
4,100.0,0.1,69.69297516645686,50.50082630688769
4,100.0,0.3,154.98067959431643,33.416862438367275
4,100.0,0.9,358.26831847565427,-6.7214517102192985
4,100.0,2.7,706.059314590912,-77.19623703503567
4,105.0,0.1,63.70136115414971,73.97949637562078
4,105.0,0.3,140.29885112401615,48.20531804910729
4,105.0,0.9,327.55705949340523,-7.9624266114281
4,105.0,2.7,639.5628797316076,-114.22238781329986
