acquisition_order,point_index,gap_speed_um_per_s,far_distance_min_nm,far_distance_max_nm,far_sample_count,hydro_far_line_slope_pN_per_nm,hydro_far_line_intercept_pN,hydro_after_far_line_at_80nm_pN
3,47,3.9917066967149823,687.5695342532821,884.1670577043276,200,-0.0022332911851691193,3.5076896704426517,13.793966310808033
3,48,3.9887425959801504,687.3569378333511,886.3990089871817,200,-0.0022317679297487246,3.505225549917691,13.781373156129604
3,49,3.9970522145779483,689.9575131522429,885.6838079188267,200,-0.002222849456317991,3.501760260704101,13.825258639046025
3,50,3.992086379964363,689.2743130655965,884.9802878367688,200,-0.0022245779901387546,3.500962345400612,13.803165654472217
3,51,3.993192966574297,686.8040257496144,882.4816212268698,200,-0.0022394110139882396,3.513163470541743,13.794606875067629
3,52,3.990389738738937,688.1809833069467,885.4312700033747,200,-0.0022286984264354446,3.5034973634586875,13.79332142775635
3,53,3.9872038463576573,687.7383186108688,883.6155650207395,200,-0.0022301631479850655,3.503241298148115,13.77916575049812
3,54,3.990837084000256,687.304755913297,884.0061794104188,200,-0.002234006212722083,3.507877558341974,13.790232518189288
3,55,3.989623276942635,687.3496769721079,884.3404941047982,200,-0.0022332678498844898,3.5067685747300934,13.7865109694655
3,56,3.990798311802031,685.6447418999279,884.0657313448992,200,-0.0022437773684479486,3.5155568740410956,13.783363870158976
3,57,3.993455892516536,688.6130379722696,886.4002546939681,200,-0.00222792636298291,3.5042311156557653,13.804911457936221
3,58,3.9827400800220922,688.3014314781175,886.5590302672812,200,-0.002223489263786672,3.496051524070794,13.76706156815263
3,59,3.980022766994391,686.4302079740141,884.4056250418416,200,-0.002230704278808765,3.500557599614585,13.750454694650188
3,60,3.9874144200913926,688.708870371845,886.8462456666374,200,-0.002223811389100288,3.498346106015939,13.784103045933012
3,61,3.9879410711896024,686.668471887966,885.290676150125,200,-0.0022354315303837998,3.507761897626655,13.77591579405425
3,62,3.9871243450262006,686.7853445558384,884.2386965661523,200,-0.0022351078346214874,3.5071396003550452,13.77376144649557
3,63,3.978618909568959,687.0309440481724,885.0671307904395,200,-0.0022288316412502145,3.4984718796528824,13.743713767057363
4,0,3.991891815778211,689.2871241598621,888.1583144380834,200,-0.0022235221597150094,3.5000518820374094,13.802204087896659
4,1,3.9944521718950767,688.4394809718628,884.5045997836986,200,-0.002228911692783852,3.5054682759724693,13.808875013382533
4,2,3.9902085247882493,687.1957325897874,884.2946679178962,200,-0.0022346458923560597,3.508115487235524,13.787220183210794
4,3,3.9894778237183366,685.7368573806272,882.9986808599097,200,-0.0022412247385736796,3.512984760854093,13.778653096419346
4,4,3.9951241214518562,671.7805976608406,862.95498528242,197,-0.002337831686840523,3.590497569079387,13.735315100971011
4,5,3.9858722318489193,686.2906410834928,885.5607824915077,200,-0.0022366964870722547,3.5078621094353233,13.767745866941699
4,6,3.985888509179504,683.92495440967,880.6815094664996,200,-0.002250559101209565,3.518745583954529,13.756922024821996
4,7,3.9915381583798117,686.5243360491307,882.43430833368,200,-0.002239913878082418,3.512834797669922,13.789036076386767
4,8,3.9809032704633895,685.2138928833688,883.9938458222131,200,-0.002239720068660055,3.5080570936553643,13.747647795280633
4,9,3.9856635885857243,687.9023074936192,885.199792310051,200,-0.0022279793235404906,3.5008681016918213,13.774312631097866
