source,timestamp,acquisition_order,block,nominal_speed_um_per_s,baseline_method,distance_nm,force_median_pN,force_q25_pN,force_q75_pN,pixel_count
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,215.0,3.2220205948947,-2.7109866520822337,7.621660610038699,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,220.0,2.808869955362903,-0.9900325696931892,7.862262995688029,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,225.0,2.8259267301788613,-0.4742414568809965,5.949198211178675,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,230.0,2.493466891988273,-1.6264201999807988,5.7691428697669656,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,235.0,2.565597220841026,-1.5124723831526263,5.011566892329725,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,240.0,1.564149008539062,-1.6506808082673907,5.665521016500001,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,245.0,1.0072822372777377,-1.9882797547325182,4.652565852425285,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,250.0,1.0618763157337354,-1.9438161147138613,3.9164175077978123,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,255.0,0.9477928465573737,-1.7351277538919463,3.419988916103378,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,260.0,1.137366883020336,-2.0582544632859747,3.4840879366215285,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,265.0,0.4668509471600228,-1.665062827042088,2.7858110098204096,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,270.0,0.5540083920551188,-1.4956084006382078,2.165220931818693,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,275.0,-0.4740225558117708,-2.0858517417118607,1.4320805117242519,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,280.0,0.47874330674638615,-1.0482511317868644,1.758254107659561,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,285.0,-0.4573233703971542,-2.1214838690954845,1.4168751871948158,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,290.0,-0.31408913658534365,-1.653862722420924,1.182802796929537,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,295.0,-0.18808338986529885,-1.8504720887947221,1.0708121849870627,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,300.0,-0.3631434078721978,-1.6777145901985202,0.6090722318788707,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,305.0,0.11796557118212597,-1.5615479437850983,2.075541997617244,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,310.0,0.2986468519556563,-1.586979946044971,2.440677922273965,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,315.0,0.1566778098729192,-1.907775353880791,2.24737672780735,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,320.0,-0.41315363670083605,-2.7643652205549754,2.5236531458929212,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,325.0,0.3080821017343748,-2.2421103296058873,2.084702805171871,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,330.0,-0.892728204223646,-2.0071729870879422,0.9717916420879074,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,335.0,0.20718697248565512,-1.7559503788909665,1.8823529050322407,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,340.0,0.06456584029680346,-1.8006204923304159,1.7241319464580518,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,345.0,0.31392751684157716,-1.4131080566915282,1.4048443982301222,63
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,350.0,0.3865922066311738,-1.5572463569538049,1.887546074914515,63
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,355.0,-0.7081953002977751,-1.6412870499616115,1.8121776387068067,62
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,360.0,0.7353329989847696,-1.0915068071704597,2.241599851042985,61
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,365.0,-1.5975417020033924,-3.046246731968072,0.7169106451228893,26
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,5.0,6317.12150447617,6148.173697902193,6547.16632123563,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,10.0,4426.359649147898,4271.6917354007255,4570.446116914372,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,15.0,3137.690428361165,3029.8087028036234,3235.9376583725307,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,20.0,2271.614912974724,2202.543130117895,2336.9911886818177,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,25.0,1671.9932506072214,1624.5122904210982,1709.6458140625664,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,30.0,1245.0691646012178,1217.7095530455429,1275.3764542448018,64
