block,nominal_speed_um_per_s,actual_gap_speed_um_per_s,metric,metric_label,unit,early_value,late_value,pair_symmetric_value,pair_history_half_difference,early_source,late_source
3,0.2,0.19165641955162213,approach_snap_detected_fraction,approach snap-detected fraction,fraction,0.171875,0.28125,0.2265625,0.0546875,27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,27-08-26/0/map3-0.2-data-2026.08.27-16.25.10.504.jpk-force-map
3,0.2,0.19165641955162213,approach_snap_distance_median_nm,approach snap distance,nm,83.413436363588,92.05108951319383,87.73226293839092,4.318826574802912,27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,27-08-26/0/map3-0.2-data-2026.08.27-16.25.10.504.jpk-force-map
3,0.2,0.19165641955162213,retract_detachment_piezo_travel_median_nm,retract detachment travel,nm,97.0283252292675,79.34263787488742,88.18548155207745,-8.84284367719004,27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,27-08-26/0/map3-0.2-data-2026.08.27-16.25.10.504.jpk-force-map
3,0.2,0.19165641955162213,retract_pull_off_force_median_nN,retract pull-off,nN,-0.6166546277470633,-0.6934574433121663,-0.6550560355296148,-0.03840140778255152,27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,27-08-26/0/map3-0.2-data-2026.08.27-16.25.10.504.jpk-force-map
3,0.2,0.19165641955162213,branch_contact_height_difference_median_nm,approach-retract contact-height difference,nm,0.8313123734722148,0.4802006775962874,0.655756525534251,-0.1755558479379637,27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,27-08-26/0/map3-0.2-data-2026.08.27-16.25.10.504.jpk-force-map
4,0.05,0.04925536853190737,map_contact_invOLS_median_nm_per_V,InvOLS,nm/V,51.00563551710231,50.97214519164974,50.988890354376025,-0.016745162726287788,27-08-26/0/map4-0.05-data-2026.08.27-16.56.56.658.jpk-force-map,27-08-26/0/map4-0.05-data-2026.08.27-17.08.28.590.jpk-force-map
4,0.05,0.04925536853190737,terminal_load_median_nN,terminal load,nN,21.825000112157454,21.83262608221666,21.82881309718706,0.0038129850296027,27-08-26/0/map4-0.05-data-2026.08.27-16.56.56.658.jpk-force-map,27-08-26/0/map4-0.05-data-2026.08.27-17.08.28.590.jpk-force-map
4,0.05,0.04925536853190737,far_slope_median_pN_per_100nm,far slope,pN/100 nm,-1.9044628530292205,-0.903444359823558,-1.4039536064263891,0.5005092466028312,27-08-26/0/map4-0.05-data-2026.08.27-16.56.56.658.jpk-force-map,27-08-26/0/map4-0.05-data-2026.08.27-17.08.28.590.jpk-force-map
4,0.05,0.04925536853190737,contact_height_median_um,contact height,um,13.547593294658896,13.589604771083211,13.568599032871052,0.021005738212157787,27-08-26/0/map4-0.05-data-2026.08.27-16.56.56.658.jpk-force-map,27-08-26/0/map4-0.05-data-2026.08.27-17.08.28.590.jpk-force-map
4,0.05,0.04925536853190737,approach_snap_detected_fraction,approach snap-detected fraction,fraction,0.140625,0.21875,0.1796875,0.0390625,27-08-26/0/map4-0.05-data-2026.08.27-16.56.56.658.jpk-force-map,27-08-26/0/map4-0.05-data-2026.08.27-17.08.28.590.jpk-force-map
4,0.05,0.04925536853190737,approach_snap_distance_median_nm,approach snap distance,nm,26.558020983872453,18.886059462118602,22.722040222995528,-3.835980760876925,27-08-26/0/map4-0.05-data-2026.08.27-16.56.56.658.jpk-force-map,27-08-26/0/map4-0.05-data-2026.08.27-17.08.28.590.jpk-force-map
4,0.05,0.04925536853190737,retract_detachment_piezo_travel_median_nm,retract detachment travel,nm,77.67232801837775,88.4360599684275,83.05419399340263,5.381865975024873,27-08-26/0/map4-0.05-data-2026.08.27-16.56.56.658.jpk-force-map,27-08-26/0/map4-0.05-data-2026.08.27-17.08.28.590.jpk-force-map
