block,distance_nm,speed_um_per_s,pair_mean_force_pN,double_centered_interaction_pN,pair_mean_gap_speed_um_per_s,gap_speed_over_nominal,additive_null_prediction_pN,theoretical_no_slip_prediction_pN,fitted_v_over_D_prediction_pN,shifted_v_over_D_prediction_pN,velocity_power_over_D_prediction_pN,empirical_power_shift_prediction_pN,actual_gap_theoretical_no_slip_prediction_pN,actual_gap_fitted_prediction_pN,actual_gap_shifted_prediction_pN
1,175.0,0.2,11.533554494831181,9.083146736877367,0.19940590364295374,0.9970295182147687,0.0,78.72776165296979,8.17221405441776,9.658783056616489,6.487895362374249,7.738175297180288,66.70715075618861,8.589978374328762,9.263978979494846
1,175.0,0.4,32.85374450478655,-48.6998396259857,0.397549353902388,0.99387338475597,-0.0,-393.63880826484865,-40.86107027208877,-48.29391528308241,-40.29963071313043,-47.63926313076863,-345.0279325266247,-44.4297567104245,-47.88109479914632
1,180.0,0.1,-4.554648405561362,40.83160849376432,0.09978607267769923,0.9978607267769923,0.0,321.5731089520007,33.380401339039224,39.71153603583127,34.527035405034866,41.01206668798165,285.2365012439823,36.730325751886454,39.69969064291191
1,180.0,0.2,8.002165848137672,7.909109929805226,0.19892081552753427,0.9946040776376713,0.0,80.39327723800021,8.34510033475981,9.927884008957822,6.625149243511022,7.9536318071032905,67.76300111570959,8.72594178532741,9.42566610622024
1,180.0,0.4,30.45551386758137,-48.74071842356952,0.39756341620571095,0.9939085405142773,-0.0,-401.9663861900008,-41.72550167379902,-49.63942004478907,-41.15218464854589,-48.96569849508497,-352.9995023596928,-45.45626753721399,-49.12535674913199
1,185.0,0.1,-3.141533711375342,44.120991269455345,0.0996697765607038,0.996697765607038,0.0,327.87505981427796,34.03456564303617,40.73486694249585,35.2036705915147,42.0682529466406,291.33031602129427,37.515035285435516,40.65304514589151
1,185.0,0.2,9.758320686995472,11.541532850168025,0.19953254752274888,0.9976627376137444,0.0,81.96876495356953,8.508641410759045,10.183716735623968,6.7549839959377,8.158462172883345,70.41000810180658,9.066800786341792,9.84616208841627
1,185.0,0.4,21.657440090022554,-55.662524119623356,0.3970002860043839,0.9925007150109597,-0.0,-409.8438247678474,-42.54320705379521,-50.9185836781198,-41.95865458745241,-50.22671511952397,-361.7403241231014,-46.581836071777374,-50.49920723430764
1,190.0,0.1,-3.001513002700141,45.03303471421455,0.09977942153183167,0.9977942153183167,0.0,333.84532905222494,34.65430024682276,41.70895570652178,35.84469339975877,43.07360254870529,297.0170698851489,38.247326983655135,41.54384377230549
1,190.0,0.2,5.757809708332662,8.31304460758922,0.19923452728176466,0.9961726364088233,0.0,83.46133226305626,8.663575061705693,10.42723892663045,6.8779853403419215,8.35343358539652,70.94980552109706,9.1363112976687,9.925876120969342
1,190.0,0.4,23.20186215175815,-53.34607932180376,0.3979551212881006,0.9948878032202515,-0.0,-417.3066613152811,-43.31787530852844,-52.13619463315221,-42.72267874010069,-51.42703613410184,-367.96687540624663,-47.383638281323925,-51.469719893274686
1,195.0,0.1,-3.929928678918866,48.931127452546534,0.09962255107746612,0.9962255107746611,0.0,339.5094306369438,35.2422535888767,42.63727308133468,36.45284324347748,44.03169956595875,302.41967252837196,38.94302810931102,42.391623680655236
